"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","bachelor's degree","free/reduced","none","57","68","60"
"female","group E","some high school","standard","none","58","47","46"
"female","group D","high school","free/reduced","completed","65","76","76"
"male","group A","master's degree","free/reduced","completed","41","49","47"
"male","group C","high school","standard","none","78","68","64"
"male","group D","some college","standard","completed","87","79","87"
"female","group A","some college","free/reduced","completed","40","58","52"
"female","group D","some high school","standard","completed","67","75","79"
"male","group C","bachelor's degree","standard","completed","100","88","92"
"female","group E","bachelor's degree","standard","none","58","73","66"
"male","group C","some college","standard","none","89","82","79"
"female","group C","master's degree","standard","completed","71","86","94"
"female","group B","some high school","free/reduced","completed","60","76","77"
"female","group A","some college","free/reduced","none","48","46","47"
"male","group B","master's degree","standard","none","84","75","73"
"male","group C","high school","standard","none","67","61","56"
"male","group C","associate's degree","free/reduced","completed","72","84","79"
"male","group C","associate's degree","standard","none","88","82","76"
"female","group E","bachelor's degree","standard","none","87","96","96"
"male","group C","bachelor's degree","standard","none","71","62","64"
"female","group B","bachelor's degree","standard","completed","59","68","67"
"female","group D","bachelor's degree","standard","none","86","83","91"
"female","group C","some high school","free/reduced","completed","45","56","59"
"male","group B","associate's degree","standard","completed","93","98","91"
"female","group D","some high school","standard","none","57","61","64"
"female","group C","associate's degree","standard","none","68","80","78"
"male","group B","associate's degree","free/reduced","none","55","57","52"
"female","group B","bachelor's degree","standard","none","63","72","74"
"female","group C","high school","free/reduced","none","57","76","64"
"female","group C","some college","free/reduced","none","30","56","52"
"male","group D","some college","standard","none","47","42","37"
"male","group A","some college","standard","none","50","52","45"
"female","group D","high school","standard","none","75","88","80"
"female","group C","some college","free/reduced","none","71","78","79"
"male","group B","bachelor's degree","standard","none","67","69","65"
"female","group D","high school","free/reduced","none","61","79","76"
"female","group D","some high school","free/reduced","completed","57","66","63"
"male","group C","associate's degree","standard","none","83","79","77"
"male","group D","high school","free/reduced","none","83","78","73"
"male","group C","some college","free/reduced","none","69","65","60"
"male","group C","high school","standard","completed","65","62","65"
"male","group E","associate's degree","standard","completed","86","77","81"
"male","group D","some college","standard","none","73","71","60"
"male","group D","master's degree","standard","none","87","77","74"
"female","group B","master's degree","standard","completed","69","86","88"
"male","group E","high school","free/reduced","none","70","68","53"
"male","group B","some college","standard","none","74","62","57"
"female","group D","some high school","free/reduced","completed","58","81","75"
"male","group B","some college","free/reduced","none","67","61","57"
"male","group C","high school","standard","none","67","63","67"
"male","group B","bachelor's degree","free/reduced","none","69","73","65"
"male","group B","some high school","standard","none","51","49","44"
"female","group C","bachelor's degree","standard","completed","49","65","65"
"male","group B","associate's degree","free/reduced","none","59","51","46"
"female","group D","associate's degree","standard","completed","78","90","92"
"male","group B","some high school","standard","none","41","43","34"
"male","group E","some high school","standard","none","86","75","69"
"male","group A","associate's degree","free/reduced","none","79","79","73"
"female","group E","master's degree","free/reduced","none","66","82","84"
"male","group B","associate's degree","standard","none","67","63","51"
"female","group C","some college","standard","completed","72","80","81"
"male","group A","high school","standard","completed","80","77","78"
"male","group C","some college","standard","none","65","71","69"
"female","group B","some high school","standard","none","49","58","55"
"male","group D","some college","free/reduced","completed","65","74","69"
"male","group D","bachelor's degree","standard","none","81","70","70"
"female","group D","high school","free/reduced","none","38","44","40"
"male","group C","some high school","free/reduced","none","27","22","14"
"male","group D","some college","standard","none","71","66","68"
"male","group E","bachelor's degree","standard","completed","72","63","68"
"female","group D","some high school","free/reduced","none","67","71","76"
"male","group B","some college","standard","none","43","30","34"
"male","group C","bachelor's degree","standard","none","82","72","73"
"male","group C","some college","standard","none","53","53","42"
"female","group C","some high school","free/reduced","none","67","74","72"
"male","group E","some high school","free/reduced","none","68","52","52"
"male","group C","bachelor's degree","free/reduced","completed","75","79","73"
"male","group A","some high school","standard","none","63","53","49"
"female","group C","master's degree","standard","completed","72","85","87"
"female","group E","some college","free/reduced","none","90","97","94"
"female","group D","high school","standard","none","75","82","79"
"male","group C","high school","standard","none","60","61","57"
"female","group B","high school","standard","none","53","63","61"
"female","group D","some college","standard","none","86","81","86"
"female","group C","some college","standard","none","51","56","53"
"female","group D","bachelor's degree","free/reduced","none","53","64","67"
"male","group D","high school","free/reduced","none","76","64","68"
"female","group B","bachelor's degree","standard","none","60","81","76"
"female","group E","associate's degree","standard","none","63","51","60"
"male","group C","high school","standard","none","70","65","59"
"male","group B","some college","standard","completed","76","86","82"
"male","group E","associate's degree","standard","none","89","77","71"
"male","group C","some college","free/reduced","none","64","56","56"
"female","group C","bachelor's degree","free/reduced","none","52","56","55"
"female","group D","high school","free/reduced","completed","71","91","95"
"female","group D","associate's degree","standard","completed","83","90","94"
"female","group B","some college","standard","none","89","93","93"
"female","group E","high school","free/reduced","completed","80","91","87"
"female","group C","associate's degree","free/reduced","completed","47","66","65"
"male","group B","some college","standard","none","75","66","68"
"female","group B","high school","standard","none","59","70","68"
"male","group D","some high school","free/reduced","none","69","62","59"
"female","group D","some college","free/reduced","completed","66","84","88"
"male","group D","associate's degree","standard","completed","72","62","64"
"female","group C","master's degree","standard","none","65","70","72"
"male","group B","high school","standard","none","61","59","43"
"female","group D","high school","standard","completed","58","74","70"
"female","group E","high school","free/reduced","completed","58","67","64"
"male","group C","some high school","free/reduced","completed","58","50","53"
"female","group D","some college","free/reduced","none","56","63","65"
"female","group A","associate's degree","free/reduced","completed","65","81","83"
"female","group D","associate's degree","free/reduced","none","78","81","90"
"male","group C","some high school","free/reduced","completed","51","59","59"
"female","group A","high school","standard","none","51","60","50"
"male","group D","associate's degree","free/reduced","completed","80","86","85"
"male","group C","associate's degree","standard","none","59","51","45"
"male","group C","master's degree","standard","none","85","85","76"
"male","group C","some college","standard","none","71","64","57"
"female","group B","some high school","standard","completed","67","77","77"
"female","group A","some college","standard","completed","75","81","86"
"female","group D","bachelor's degree","standard","none","80","86","87"
"male","group B","some college","free/reduced","completed","69","64","60"
"female","group D","some high school","free/reduced","none","62","69","73"
"male","group B","high school","standard","none","77","66","67"
"female","group C","associate's degree","standard","none","85","91","95"
"male","group B","associate's degree","free/reduced","none","62","55","54"
"male","group E","master's degree","standard","none","90","89","78"
"female","group E","high school","standard","none","72","73","69"
"female","group E","some college","standard","completed","51","53","63"
"male","group D","some high school","standard","none","79","73","68"
"female","group C","some high school","free/reduced","none","57","75","71"
"male","group C","high school","standard","none","81","70","62"
"female","group E","bachelor's degree","standard","none","95","94","96"
"female","group B","bachelor's degree","standard","none","55","67","66"
"female","group C","some college","standard","none","55","55","62"
"male","group C","bachelor's degree","standard","none","86","80","78"
"female","group C","some college","standard","none","79","91","84"
"female","group B","associate's degree","standard","none","47","54","48"
"female","group A","high school","free/reduced","completed","43","65","57"
"female","group A","associate's degree","free/reduced","completed","59","63","69"
"female","group C","associate's degree","standard","none","82","97","90"
"female","group C","bachelor's degree","standard","none","62","66","67"
"female","group B","associate's degree","standard","completed","69","82","83"
"female","group D","bachelor's degree","standard","none","63","73","71"
"male","group D","some college","standard","none","51","49","50"
"male","group D","some college","free/reduced","none","60","61","61"
"female","group C","bachelor's degree","free/reduced","completed","76","79","84"
"female","group D","master's degree","standard","none","83","96","97"
"male","group D","associate's degree","standard","completed","72","69","70"
"female","group B","high school","standard","none","36","61","60"
"male","group B","high school","standard","none","59","53","44"
"male","group B","associate's degree","standard","none","77","66","64"
"female","group D","some college","free/reduced","completed","45","71","72"
"male","group C","some high school","standard","none","72","75","64"
"female","group D","some high school","standard","none","74","93","84"
"male","group C","some college","standard","none","59","49","48"
"male","group E","high school","standard","completed","84","82","78"
"male","group B","some high school","standard","none","48","46","37"
"female","group D","some college","standard","none","79","92","98"
"male","group A","associate's degree","standard","completed","82","74","77"
"female","group D","high school","standard","none","70","73","74"
"female","group E","some high school","free/reduced","none","56","68","62"
"female","group D","high school","standard","completed","67","76","72"
"female","group A","bachelor's degree","standard","completed","56","73","80"
"male","group C","bachelor's degree","standard","none","72","75","70"
"male","group C","master's degree","free/reduced","completed","49","52","50"
"female","group C","high school","standard","none","63","60","64"
"male","group E","high school","standard","none","61","53","48"
"female","group D","some high school","standard","none","88","98","94"
"male","group B","some college","standard","none","80","82","75"
"female","group A","some college","standard","completed","65","75","74"
"male","group C","associate's degree","free/reduced","none","69","73","64"
"female","group C","some college","free/reduced","none","72","76","77"
"female","group D","high school","standard","completed","52","52","64"
"male","group A","some college","standard","none","85","78","69"
"female","group C","associate's degree","standard","completed","67","75","76"
"male","group C","some college","free/reduced","none","53","48","37"
"female","group E","some high school","free/reduced","completed","80","86","83"
"female","group E","high school","standard","none","52","50","51"
"female","group D","high school","free/reduced","none","52","65","65"
"male","group C","high school","free/reduced","none","56","59","54"
"male","group C","high school","standard","completed","65","51","53"
"female","group B","some college","standard","none","67","68","73"
"female","group D","associate's degree","free/reduced","completed","79","78","86"
"male","group D","some high school","standard","none","50","44","53"
"female","group C","associate's degree","free/reduced","none","47","53","49"
"female","group D","some college","standard","none","92","90","96"
"female","group D","high school","standard","completed","76","85","83"
"female","group E","some high school","free/reduced","completed","82","78","77"
"female","group D","some high school","standard","completed","40","45","51"
"female","group E","bachelor's degree","free/reduced","none","65","68","67"
"male","group A","bachelor's degree","standard","none","84","78","77"
"male","group B","bachelor's degree","standard","none","81","80","74"
"female","group B","some high school","standard","none","76","81","77"
"male","group C","high school","standard","none","63","57","59"
"male","group C","some college","free/reduced","none","46","51","46"
"male","group D","associate's degree","free/reduced","none","51","52","47"
"female","group D","high school","free/reduced","none","61","68","62"
"female","group B","bachelor's degree","free/reduced","none","53","55","48"
"male","group C","bachelor's degree","standard","none","58","45","43"
"female","group D","associate's degree","standard","none","72","70","75"
"female","group C","high school","standard","completed","70","80","88"
"female","group C","bachelor's degree","standard","completed","76","84","85"
"female","group D","some college","standard","none","88","95","92"
"female","group C","some high school","standard","completed","33","57","50"
"female","group A","some college","standard","none","68","74","73"
"female","group A","some college","free/reduced","none","65","73","76"
"male","group D","some high school","standard","completed","81","74","82"
"female","group C","some college","standard","none","59","58","58"
"male","group C","some college","free/reduced","none","80","77","71"
"female","group C","some high school","standard","none","49","48","53"
"female","group E","some high school","standard","none","70","71","68"
"male","group B","bachelor's degree","free/reduced","none","67","70","59"
"female","group D","some high school","free/reduced","completed","71","81","77"
"female","group A","some college","standard","completed","42","56","59"
"male","group B","master's degree","standard","none","89","70","81"
"female","group D","some high school","standard","none","74","81","74"
"female","group C","high school","standard","completed","71","84","79"
"female","group C","high school","standard","none","61","77","74"
"male","group C","associate's degree","free/reduced","none","46","43","37"
"female","group D","some college","standard","none","56","67","68"
"female","group E","some college","standard","none","86","92","90"
"female","group D","high school","standard","none","46","50","52"
"female","group C","high school","free/reduced","completed","64","70","68"
"male","group E","high school","free/reduced","completed","90","89","86"
"male","group D","high school","standard","none","90","82","82"
"male","group E","high school","standard","none","57","50","47"
"female","group B","associate's degree","standard","completed","62","73","71"
"male","group C","some college","standard","none","81","67","61"
"male","group D","some college","standard","completed","94","82","86"
"female","group D","some college","standard","completed","63","72","78"
"female","group C","master's degree","free/reduced","completed","73","84","85"
"male","group C","some college","standard","none","82","87","80"
"female","group C","some high school","standard","completed","69","87","87"
"female","group A","bachelor's degree","free/reduced","none","59","66","69"
"male","group C","some college","free/reduced","none","43","49","46"
"female","group B","some college","standard","completed","73","99","92"
"male","group B","associate's degree","standard","none","63","57","62"
"male","group B","high school","free/reduced","completed","54","62","63"
"male","group B","some high school","standard","completed","69","69","68"
"female","group B","master's degree","standard","none","57","63","67"
"female","group C","some high school","standard","none","58","67","68"
"male","group B","bachelor's degree","free/reduced","none","62","53","51"
"female","group C","high school","standard","completed","52","62","67"
"male","group B","associate's degree","standard","none","60","51","49"
"male","group C","some high school","free/reduced","completed","10","19","21"
"female","group E","high school","standard","completed","90","89","91"
"female","group D","bachelor's degree","free/reduced","none","61","75","75"
"female","group D","high school","standard","none","50","55","52"
"male","group B","associate's degree","free/reduced","none","60","66","58"
"female","group A","associate's degree","free/reduced","none","35","44","40"
"female","group C","some high school","standard","none","70","73","73"
"female","group C","associate's degree","standard","none","63","73","73"
"female","group C","some college","standard","none","66","68","69"
"female","group C","high school","standard","none","59","56","60"
"male","group B","some college","standard","none","56","45","47"
"female","group C","high school","free/reduced","none","41","50","54"
"female","group C","master's degree","standard","completed","92","98","100"
"female","group D","some college","standard","none","41","51","45"
"female","group B","some high school","standard","none","81","82","84"
"female","group C","associate's degree","standard","none","65","79","76"
"male","group D","some college","standard","completed","85","86","87"
"male","group C","some high school","standard","none","76","75","69"
"female","group A","some college","standard","none","57","64","65"
"male","group E","some high school","free/reduced","none","59","47","39"
"male","group B","some high school","standard","none","62","60","52"
"male","group D","some college","standard","none","72","77","69"
"male","group D","some college","free/reduced","completed","64","64","66"
"female","group C","some college","standard","none","69","63","71"
"male","group D","some college","standard","none","58","54","52"
"female","group D","bachelor's degree","standard","none","95","100","100"
"male","group B","associate's degree","standard","none","77","70","66"
"female","group A","some high school","standard","none","83","89","84"
"male","group E","some high school","standard","completed","82","80","79"
"female","group C","associate's degree","standard","none","60","69","74"
"female","group C","associate's degree","standard","none","63","62","68"
"male","group C","high school","standard","none","59","59","58"
"male","group B","some high school","standard","none","48","53","44"
"female","group C","master's degree","standard","none","50","56","60"
"female","group E","master's degree","standard","completed","86","94","100"
"female","group D","high school","standard","completed","47","54","55"
"male","group B","associate's degree","standard","none","70","68","71"
"female","group C","high school","standard","none","84","86","90"
"male","group E","some college","free/reduced","completed","85","90","85"
"male","group D","high school","free/reduced","none","86","71","68"
"male","group B","some high school","standard","none","75","76","70"
"female","group B","bachelor's degree","standard","none","68","71","80"
"male","group D","some college","standard","none","70","61","65"
"male","group D","some college","free/reduced","none","68","63","59"
"male","group B","some college","standard","none","80","76","75"
"female","group E","some high school","standard","completed","74","85","84"
"female","group D","some college","standard","none","57","65","67"
"male","group B","high school","free/reduced","none","42","45","37"
"male","group E","associate's degree","standard","none","78","68","64"
"male","group C","some high school","free/reduced","none","61","67","62"
"male","group D","some college","standard","completed","85","79","78"
"male","group D","some college","free/reduced","completed","78","82","80"
"female","group D","master's degree","standard","completed","79","82","93"
"male","group E","high school","standard","none","87","81","77"
"male","group C","some high school","standard","completed","72","70","65"
"female","group E","master's degree","standard","completed","57","68","71"
"male","group E","master's degree","standard","none","100","99","91"
"male","group D","associate's degree","standard","completed","77","73","77"
"male","group D","some high school","free/reduced","none","49","47","45"
"female","group D","high school","standard","completed","78","78","80"
"male","group B","some high school","free/reduced","completed","77","73","78"
"female","group D","bachelor's degree","standard","none","72","79","84"
"male","group D","some high school","standard","completed","75","59","64"
"female","group E","bachelor's degree","free/reduced","none","93","96","90"
"female","group B","bachelor's degree","standard","none","63","69","70"
"male","group C","associate's degree","standard","none","68","58","60"
"female","group C","associate's degree","standard","completed","66","83","84"
"female","group B","some high school","free/reduced","none","54","67","60"
"male","group C","bachelor's degree","free/reduced","none","48","62","56"
"female","group E","high school","standard","none","69","72","73"
"male","group D","bachelor's degree","standard","none","87","82","81"
"female","group E","some college","standard","none","62","60","60"
"female","group D","high school","free/reduced","completed","57","63","70"
"male","group D","some high school","standard","completed","61","57","63"
"female","group D","some high school","free/reduced","completed","36","48","53"
"male","group E","associate's degree","standard","none","94","71","70"
"female","group E","associate's degree","free/reduced","none","67","64","66"
"female","group E","high school","standard","none","84","88","86"
"female","group B","high school","free/reduced","none","66","74","70"
"female","group D","some high school","standard","none","56","64","64"
"female","group E","some college","standard","none","64","63","64"
"female","group D","associate's degree","standard","none","81","100","96"
"female","group D","master's degree","free/reduced","completed","60","68","72"
"female","group B","associate's degree","free/reduced","none","51","71","63"
"male","group D","some college","free/reduced","completed","77","84","79"
"female","group B","bachelor's degree","free/reduced","completed","57","60","60"
"male","group C","some college","standard","none","83","75","80"
"female","group C","master's degree","standard","none","87","98","100"
"female","group B","high school","free/reduced","completed","63","78","76"
"male","group B","high school","standard","none","40","46","32"
"female","group B","some college","standard","none","84","85","85"
"female","group D","associate's degree","standard","completed","90","98","100"
"female","group C","high school","free/reduced","completed","42","56","50"
"female","group A","associate's degree","standard","completed","63","70","75"
"female","group B","master's degree","free/reduced","completed","85","93","92"
"male","group E","bachelor's degree","standard","none","84","67","65"
"male","group E","some college","standard","completed","88","91","90"
"male","group C","associate's degree","standard","none","68","72","62"
"male","group E","some college","standard","none","70","54","56"
"male","group D","bachelor's degree","free/reduced","none","67","63","67"
"female","group B","master's degree","standard","none","82","89","86"
"female","group B","bachelor's degree","standard","none","70","84","81"
"male","group C","some high school","standard","completed","84","85","81"
"male","group C","bachelor's degree","standard","completed","75","67","71"
"female","group D","high school","standard","completed","61","73","71"
"female","group C","bachelor's degree","free/reduced","none","66","71","70"
"male","group C","some high school","free/reduced","none","44","41","43"
"male","group D","some college","free/reduced","completed","59","64","63"
"male","group C","some high school","free/reduced","none","45","49","40"
"male","group C","high school","standard","none","52","47","38"
"male","group B","some college","standard","completed","59","63","57"
"male","group E","some college","standard","completed","60","55","60"
"female","group C","high school","free/reduced","completed","51","68","65"
"female","group C","master's degree","standard","completed","100","100","100"
"female","group B","some high school","standard","none","64","76","66"
"male","group D","master's degree","free/reduced","completed","42","43","45"
"male","group B","some high school","standard","none","60","53","50"
"female","group B","bachelor's degree","free/reduced","none","70","91","82"
"female","group B","some college","standard","none","60","67","67"
"female","group C","some college","free/reduced","none","30","48","53"
"female","group C","associate's degree","standard","none","71","72","78"
"female","group D","bachelor's degree","standard","completed","97","100","100"
"male","group C","some high school","standard","none","79","62","63"
"female","group E","some high school","standard","none","76","88","79"
"male","group C","associate's degree","free/reduced","none","70","72","67"
"male","group D","associate's degree","standard","none","61","51","42"
"female","group B","some high school","standard","none","57","72","67"
"female","group E","some high school","standard","none","68","75","68"
"male","group E","some college","free/reduced","none","57","58","43"
"female","group C","master's degree","standard","completed","52","71","72"
"male","group C","associate's degree","standard","none","71","64","68"
"male","group E","master's degree","standard","none","100","100","95"
"female","group B","master's degree","standard","none","85","86","80"
"female","group A","some college","free/reduced","none","58","68","59"
"female","group E","some high school","standard","none","65","68","72"
"male","group E","associate's degree","free/reduced","none","59","59","58"
"male","group A","associate's degree","standard","none","88","85","88"
"male","group E","bachelor's degree","standard","completed","100","93","83"
"female","group D","high school","free/reduced","completed","61","73","76"
"female","group A","associate's degree","free/reduced","completed","75","96","93"
"female","group B","some high school","standard","none","54","61","58"
"male","group C","associate's degree","standard","completed","90","82","86"
"female","group A","some college","standard","none","60","62","60"
"female","group C","high school","free/reduced","completed","50","70","68"
"male","group B","bachelor's degree","standard","none","71","66","65"
"female","group C","some college","free/reduced","completed","51","62","65"
"female","group B","some college","standard","none","67","71","66"
"male","group C","some high school","standard","none","61","50","52"
"female","group B","some college","standard","none","69","74","79"
"male","group A","master's degree","free/reduced","completed","59","63","63"
"female","group C","master's degree","free/reduced","none","50","55","55"
"female","group C","some high school","standard","none","85","86","84"
"female","group C","high school","standard","none","80","81","77"
"female","group D","master's degree","standard","none","72","76","78"
"male","group C","associate's degree","free/reduced","none","54","54","48"
"female","group C","some college","free/reduced","completed","55","64","71"
"male","group B","some college","free/reduced","completed","75","85","83"
"female","group B","associate's degree","standard","completed","74","77","82"
"female","group B","high school","standard","none","67","76","74"
"female","group A","some college","standard","none","52","54","49"
"female","group D","bachelor's degree","standard","none","68","70","73"
"female","group A","high school","standard","none","77","93","92"
"female","group D","high school","standard","completed","48","62","67"
"female","group C","associate's degree","free/reduced","none","54","65","60"
"female","group C","some college","standard","none","59","72","63"
"male","group E","master's degree","standard","completed","95","85","92"
"male","group A","some high school","free/reduced","none","47","57","47"
"male","group C","some college","standard","completed","84","89","87"
"male","group C","associate's degree","free/reduced","none","75","71","67"
"male","group C","some college","standard","completed","85","92","84"
"female","group C","bachelor's degree","standard","completed","74","84","85"
"female","group E","associate's degree","standard","none","78","77","77"
"male","group D","some college","standard","none","69","66","72"
