"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group E","bachelor's degree","standard","none","93","87","98"
"female","group D","some college","standard","completed","79","86","92"
"male","group D","high school","standard","none","65","61","60"
"female","group E","bachelor's degree","free/reduced","none","61","68","65"
"female","group B","some college","standard","completed","58","65","72"
"male","group E","some high school","free/reduced","none","53","46","37"
"male","group C","high school","standard","none","60","50","48"
"female","group B","some college","free/reduced","completed","76","85","86"
"male","group E","bachelor's degree","standard","none","85","76","75"
"male","group C","associate's degree","free/reduced","none","71","76","69"
"female","group D","some college","standard","none","63","60","68"
"male","group B","some college","free/reduced","none","68","58","57"
"male","group B","bachelor's degree","free/reduced","none","53","54","52"
"female","group C","some college","free/reduced","completed","80","88","91"
"male","group D","associate's degree","standard","none","58","47","47"
"male","group C","associate's degree","standard","none","76","72","70"
"female","group A","some high school","standard","completed","64","79","76"
"male","group E","associate's degree","standard","none","95","82","78"
"female","group B","some high school","free/reduced","none","55","62","58"
"male","group E","some college","free/reduced","completed","61","66","61"
"female","group C","associate's degree","standard","none","67","68","70"
"male","group E","master's degree","standard","none","74","66","65"
"female","group C","associate's degree","free/reduced","none","47","59","51"
"male","group D","some high school","free/reduced","none","48","49","47"
"male","group D","associate's degree","free/reduced","completed","56","57","59"
"female","group E","associate's degree","standard","completed","64","68","62"
"male","group C","some high school","standard","none","68","75","74"
"male","group C","some college","standard","none","72","78","73"
"female","group D","associate's degree","free/reduced","none","65","72","76"
"male","group C","some college","free/reduced","none","67","65","60"
"female","group D","some college","standard","completed","68","70","81"
"female","group D","bachelor's degree","free/reduced","completed","45","59","71"
"female","group C","master's degree","free/reduced","none","66","65","65"
"male","group B","some college","standard","none","55","42","48"
"male","group C","high school","standard","none","46","40","35"
"female","group A","some college","free/reduced","completed","65","87","84"
"female","group D","some college","free/reduced","completed","47","63","65"
"male","group C","some college","standard","completed","49","52","47"
"female","group A","associate's degree","standard","completed","61","73","70"
"female","group B","high school","standard","none","58","62","61"
"male","group B","associate's degree","standard","none","74","62","65"
"male","group E","some college","standard","none","64","42","40"
"female","group D","some high school","standard","none","44","56","60"
"female","group B","high school","free/reduced","completed","52","68","68"
"male","group D","some high school","free/reduced","none","41","36","33"
"female","group C","some high school","standard","completed","73","89","89"
"male","group B","bachelor's degree","free/reduced","completed","66","59","61"
"male","group E","some college","standard","none","75","72","70"
"male","group D","associate's degree","standard","completed","75","83","74"
"female","group C","some high school","standard","completed","74","86","85"
"male","group D","associate's degree","standard","completed","89","89","84"
"male","group B","bachelor's degree","standard","none","53","61","55"
"female","group A","some college","standard","none","58","70","68"
"female","group E","high school","standard","none","77","76","72"
"female","group A","high school","free/reduced","none","41","50","53"
"male","group A","some high school","free/reduced","completed","63","65","57"
"female","group D","some college","free/reduced","none","51","54","61"
"female","group C","associate's degree","standard","none","77","81","79"
"male","group E","associate's degree","standard","completed","87","79","81"
"female","group E","some college","free/reduced","none","71","84","84"
"male","group C","bachelor's degree","standard","none","68","66","56"
"female","group C","master's degree","free/reduced","none","56","72","71"
"male","group B","some college","standard","none","81","78","72"
"male","group C","some college","standard","completed","72","77","79"
"male","group C","high school","standard","completed","91","91","86"
"male","group C","associate's degree","standard","none","86","78","72"
"female","group E","high school","standard","completed","86","86","90"
"female","group A","some high school","standard","none","60","68","64"
"male","group C","some high school","standard","completed","73","72","71"
"female","group A","associate's degree","free/reduced","none","41","54","55"
"female","group B","bachelor's degree","standard","completed","73","70","82"
"female","group E","some high school","free/reduced","completed","50","73","67"
"male","group C","associate's degree","free/reduced","completed","73","75","72"
"female","group C","some college","standard","none","69","77","74"
"male","group E","some high school","standard","none","68","61","59"
"female","group D","some high school","free/reduced","completed","46","65","68"
"female","group A","high school","standard","none","60","68","64"
"male","group B","bachelor's degree","standard","none","35","30","25"
"male","group E","bachelor's degree","standard","completed","92","87","83"
"female","group C","some high school","free/reduced","none","67","87","86"
"male","group C","high school","standard","none","66","66","57"
"female","group D","some college","free/reduced","none","67","71","74"
"male","group B","high school","free/reduced","none","53","59","55"
"male","group C","bachelor's degree","free/reduced","none","62","64","56"
"male","group D","some college","standard","none","68","67","64"
"female","group B","some college","standard","none","68","73","65"
"male","group B","some college","standard","none","61","58","52"
"male","group E","some college","standard","none","76","68","67"
"male","group C","high school","standard","none","70","75","71"
"female","group C","high school","standard","none","59","55","63"
"male","group C","some high school","standard","completed","67","70","65"
"male","group C","some college","standard","none","73","70","69"
"female","group E","some college","standard","none","67","65","64"
"female","group B","some high school","standard","none","43","63","62"
"male","group A","some college","free/reduced","none","86","76","73"
"male","group C","some high school","standard","none","77","55","61"
"female","group B","some high school","standard","none","38","52","48"
"male","group C","bachelor's degree","free/reduced","completed","75","76","72"
"female","group C","some high school","standard","none","79","86","83"
"male","group E","some college","standard","completed","87","79","74"
"female","group B","some high school","free/reduced","completed","55","64","65"
"female","group C","some college","standard","none","45","54","53"
"female","group C","high school","free/reduced","none","37","49","50"
"male","group E","some high school","standard","completed","99","100","99"
"female","group D","some college","free/reduced","none","61","70","71"
"male","group E","high school","standard","none","80","71","62"
"female","group C","high school","standard","completed","60","67","71"
"female","group D","high school","standard","none","62","75","71"
"male","group B","some college","standard","none","90","88","76"
"male","group C","high school","standard","none","55","52","50"
"female","group C","some college","free/reduced","none","54","56","61"
"female","group B","bachelor's degree","free/reduced","none","54","51","58"
"male","group D","associate's degree","free/reduced","none","79","75","71"
"male","group D","master's degree","standard","completed","73","65","66"
"male","group C","bachelor's degree","standard","none","78","78","72"
"female","group C","some college","standard","none","57","70","65"
"female","group D","some college","free/reduced","none","62","62","71"
"female","group A","high school","free/reduced","none","37","53","50"
"female","group E","some high school","free/reduced","none","52","67","66"
"male","group E","associate's degree","standard","none","69","53","48"
"male","group A","associate's degree","standard","none","92","94","86"
"male","group C","bachelor's degree","standard","none","83","78","76"
"female","group B","some high school","free/reduced","none","58","68","69"
"male","group D","associate's degree","standard","none","73","61","69"
"female","group D","some college","standard","none","73","87","85"
"male","group E","bachelor's degree","free/reduced","none","64","66","62"
"female","group C","associate's degree","standard","none","69","67","66"
"male","group E","bachelor's degree","standard","completed","76","75","80"
"female","group D","master's degree","standard","none","92","94","98"
"male","group C","high school","standard","completed","75","73","67"
"female","group B","some college","free/reduced","completed","28","41","47"
"male","group C","bachelor's degree","free/reduced","none","84","75","75"
"male","group B","high school","standard","none","67","57","53"
"male","group B","associate's degree","standard","none","71","74","68"
"female","group C","some high school","standard","none","63","69","59"
"female","group B","master's degree","standard","none","73","81","76"
"male","group D","some high school","standard","completed","60","61","57"
"female","group E","associate's degree","standard","none","77","78","78"
"male","group C","associate's degree","free/reduced","completed","43","51","50"
"male","group C","associate's degree","free/reduced","none","62","56","54"
"female","group A","associate's degree","free/reduced","none","54","60","66"
"female","group B","some high school","standard","completed","62","75","65"
"female","group B","some college","free/reduced","completed","56","67","67"
"female","group A","some high school","standard","completed","58","73","71"
"female","group C","some college","standard","completed","51","59","63"
"female","group D","some high school","standard","none","51","54","57"
"male","group A","some college","standard","none","58","60","62"
"male","group A","associate's degree","standard","completed","82","83","83"
"female","group E","some college","free/reduced","none","60","70","68"
"male","group C","some college","standard","completed","53","41","49"
"female","group C","associate's degree","standard","none","66","67","73"
"female","group E","associate's degree","standard","none","97","98","100"
"male","group E","associate's degree","standard","none","75","66","62"
"female","group D","high school","free/reduced","none","67","77","68"
"female","group B","some high school","standard","none","77","84","78"
"female","group D","master's degree","free/reduced","completed","76","83","94"
"male","group B","associate's degree","free/reduced","none","48","44","45"
"male","group D","high school","standard","completed","97","81","84"
"female","group E","some high school","standard","none","97","99","96"
"male","group B","high school","standard","completed","59","62","62"
"female","group B","high school","standard","completed","57","77","80"
"male","group C","associate's degree","standard","none","82","68","74"
"male","group D","bachelor's degree","standard","none","82","67","69"
"male","group D","some college","standard","none","81","74","72"
"female","group C","some college","free/reduced","completed","82","85","97"
"female","group D","some college","free/reduced","none","54","70","69"
"female","group D","bachelor's degree","free/reduced","completed","60","68","79"
"female","group D","high school","standard","none","56","58","57"
"female","group B","some college","standard","none","65","74","75"
"female","group A","high school","standard","none","68","78","72"
"male","group E","high school","standard","none","68","65","51"
"female","group C","associate's degree","standard","none","66","65","64"
"female","group D","some college","standard","none","70","73","75"
"male","group D","bachelor's degree","standard","completed","81","75","74"
"male","group C","bachelor's degree","free/reduced","none","64","64","59"
"male","group D","some college","free/reduced","completed","82","78","78"
"male","group C","some high school","standard","completed","83","94","89"
"male","group C","bachelor's degree","standard","none","67","58","58"
"male","group E","some high school","free/reduced","completed","65","61","63"
"male","group E","high school","free/reduced","none","64","63","61"
"female","group B","bachelor's degree","standard","none","51","60","63"
"female","group B","bachelor's degree","free/reduced","none","63","84","79"
"female","group D","some college","standard","none","82","77","88"
"male","group C","master's degree","standard","none","65","65","63"
"female","group B","some college","free/reduced","none","67","66","66"
"female","group E","some college","standard","completed","84","93","91"
"female","group C","associate's degree","free/reduced","completed","78","100","100"
"male","group C","associate's degree","standard","none","66","71","65"
"male","group D","some high school","standard","completed","85","66","71"
"male","group D","associate's degree","standard","none","95","85","87"
"female","group C","associate's degree","free/reduced","none","62","74","65"
"male","group E","bachelor's degree","standard","none","96","92","85"
"male","group B","associate's degree","standard","none","55","53","47"
"male","group D","some college","free/reduced","completed","72","72","74"
"female","group D","high school","standard","none","66","70","73"
"male","group D","some college","free/reduced","none","84","75","75"
"female","group B","high school","standard","none","48","60","58"
"male","group A","some high school","standard","none","79","72","71"
"female","group D","some high school","standard","none","64","64","66"
"female","group D","master's degree","free/reduced","none","78","88","91"
"male","group C","associate's degree","free/reduced","none","80","74","77"
"male","group E","bachelor's degree","standard","none","91","84","79"
"female","group C","some high school","standard","completed","48","65","60"
"male","group C","high school","standard","none","69","68","62"
"female","group E","some high school","standard","completed","67","64","65"
"female","group B","high school","free/reduced","none","50","58","58"
"female","group D","associate's degree","standard","none","61","73","78"
"female","group C","high school","standard","none","72","77","73"
"male","group B","some high school","standard","none","45","34","33"
"female","group B","high school","standard","none","60","76","66"
"male","group B","some college","standard","none","78","74","66"
"female","group C","some college","standard","none","55","65","61"
"male","group E","some high school","free/reduced","none","67","65","61"
"male","group B","bachelor's degree","standard","completed","68","61","60"
"male","group A","some college","free/reduced","none","45","47","43"
"male","group C","associate's degree","free/reduced","none","55","62","52"
"male","group D","some high school","free/reduced","none","52","56","55"
"male","group B","some high school","standard","none","74","72","66"
"male","group B","bachelor's degree","free/reduced","none","92","90","79"
"female","group C","bachelor's degree","free/reduced","none","33","46","49"
"male","group C","high school","standard","completed","55","53","58"
"female","group A","some high school","free/reduced","none","30","40","32"
"male","group C","high school","standard","completed","59","65","66"
"female","group D","high school","standard","none","62","74","76"
"female","group D","some high school","free/reduced","none","68","85","89"
"male","group C","some college","standard","none","83","87","82"
"female","group B","master's degree","standard","none","61","67","70"
"female","group D","bachelor's degree","free/reduced","completed","44","56","66"
"female","group D","high school","standard","none","59","67","66"
"female","group C","associate's degree","standard","none","64","76","72"
"female","group B","high school","standard","none","78","92","91"
"female","group D","high school","free/reduced","none","47","53","56"
"female","group B","some high school","free/reduced","none","61","70","69"
"female","group B","some high school","free/reduced","completed","71","86","86"
"male","group D","some college","standard","none","79","65","71"
"male","group C","associate's degree","standard","completed","98","97","98"
"male","group B","high school","free/reduced","completed","52","54","47"
"female","group A","some high school","free/reduced","none","59","74","80"
"female","group E","high school","free/reduced","completed","51","59","55"
"female","group C","high school","free/reduced","none","56","78","73"
"male","group A","high school","free/reduced","none","52","49","47"
"female","group D","bachelor's degree","standard","none","88","89","90"
"male","group B","associate's degree","standard","none","81","70","69"
"female","group A","some college","standard","none","59","71","71"
"female","group D","some college","standard","none","79","80","84"
"female","group B","master's degree","standard","none","72","82","79"
"female","group C","associate's degree","standard","none","70","84","83"
"female","group C","some high school","standard","none","63","64","62"
"female","group C","master's degree","standard","none","78","81","84"
"male","group A","associate's degree","standard","completed","79","88","84"
"female","group A","some college","standard","completed","81","100","100"
"male","group C","associate's degree","free/reduced","completed","40","50","46"
"female","group C","master's degree","standard","completed","94","100","100"
"female","group A","associate's degree","standard","none","78","87","90"
"female","group B","associate's degree","free/reduced","none","44","64","61"
"female","group C","associate's degree","free/reduced","none","53","67","65"
"female","group B","associate's degree","standard","none","47","60","56"
"female","group D","high school","free/reduced","none","63","86","81"
"male","group B","high school","standard","none","74","68","63"
"male","group E","some high school","free/reduced","none","57","52","43"
"male","group C","high school","standard","completed","63","63","62"
"male","group C","some college","free/reduced","completed","52","56","50"
"male","group B","high school","free/reduced","completed","59","59","58"
"female","group B","some college","standard","completed","66","71","74"
"female","group C","high school","standard","none","55","61","68"
"female","group E","associate's degree","standard","none","100","100","99"
"male","group D","some college","free/reduced","none","61","59","62"
"male","group E","associate's degree","standard","none","85","81","76"
"male","group C","high school","standard","none","82","84","77"
"male","group B","some college","standard","none","69","68","60"
"female","group D","master's degree","standard","none","75","80","79"
"female","group D","high school","standard","none","68","76","80"
"male","group B","bachelor's degree","free/reduced","completed","81","86","83"
"female","group D","associate's degree","standard","none","64","64","60"
"male","group C","master's degree","free/reduced","completed","65","67","69"
"female","group B","high school","standard","none","51","65","63"
"female","group B","associate's degree","standard","completed","60","74","77"
"male","group B","some college","free/reduced","none","55","48","50"
"male","group C","some high school","free/reduced","none","52","50","48"
"female","group E","some college","standard","completed","77","69","74"
"male","group B","associate's degree","free/reduced","completed","62","67","63"
"female","group E","high school","free/reduced","completed","82","90","93"
"male","group E","some high school","standard","none","94","77","73"
"female","group B","high school","standard","none","69","76","71"
"female","group E","some high school","standard","none","67","79","69"
"female","group D","some high school","standard","none","56","68","61"
"female","group D","some college","standard","none","74","78","85"
"female","group D","master's degree","standard","completed","76","82","83"
"female","group C","associate's degree","standard","none","83","83","79"
"female","group E","some high school","free/reduced","completed","75","88","86"
"male","group C","some college","free/reduced","completed","77","86","82"
"male","group C","high school","free/reduced","none","46","54","44"
"male","group C","some college","standard","none","69","52","52"
"female","group E","some college","free/reduced","completed","55","69","69"
"male","group E","some high school","standard","none","69","59","60"
"male","group C","some high school","standard","completed","75","77","76"
"male","group D","associate's degree","standard","none","83","73","68"
"male","group D","high school","free/reduced","completed","79","73","73"
"male","group D","some college","standard","none","78","80","74"
"male","group D","some high school","standard","completed","72","70","78"
"male","group C","high school","standard","completed","71","75","71"
"female","group D","some high school","free/reduced","completed","70","77","82"
"male","group B","high school","free/reduced","none","48","46","45"
"male","group E","some college","standard","none","80","74","68"
"female","group C","some college","standard","none","82","90","91"
"male","group D","bachelor's degree","free/reduced","none","70","62","69"
"female","group D","some high school","standard","none","73","81","74"
"male","group E","some high school","free/reduced","none","74","69","62"
"male","group D","high school","standard","completed","59","68","63"
"male","group B","some high school","standard","none","72","61","61"
"female","group B","some high school","standard","completed","65","83","83"
"male","group C","high school","standard","completed","95","89","86"
"female","group D","bachelor's degree","standard","none","43","43","46"
"female","group C","associate's degree","standard","none","56","59","61"
"male","group C","associate's degree","free/reduced","completed","85","84","89"
"male","group D","bachelor's degree","standard","completed","77","81","77"
"female","group A","some high school","standard","completed","65","70","71"
"male","group C","bachelor's degree","standard","completed","76","79","81"
"female","group E","high school","standard","none","49","54","54"
"male","group B","associate's degree","standard","completed","60","59","61"
"male","group E","master's degree","standard","completed","92","80","79"
"male","group B","associate's degree","standard","completed","70","66","75"
"male","group C","associate's degree","standard","none","67","55","57"
"female","group C","high school","standard","none","78","84","78"
"female","group A","some college","standard","completed","53","71","78"
"male","group A","some college","standard","none","61","53","48"
"female","group B","master's degree","standard","completed","68","81","78"
"female","group C","some high school","free/reduced","none","54","58","65"
"male","group B","some college","standard","none","56","56","44"
"female","group C","some high school","free/reduced","none","70","77","75"
"female","group A","high school","standard","none","73","77","75"
"female","group C","associate's degree","standard","none","81","82","82"
"female","group D","some high school","free/reduced","none","56","80","79"
"male","group C","high school","standard","none","60","60","54"
"female","group C","associate's degree","standard","none","74","79","76"
"female","group C","high school","standard","none","67","81","73"
"male","group B","associate's degree","standard","none","66","62","61"
"male","group B","some high school","standard","none","82","76","74"
"male","group B","associate's degree","standard","completed","75","69","75"
"male","group C","high school","standard","none","63","67","66"
"female","group D","bachelor's degree","free/reduced","none","60","83","79"
"female","group E","master's degree","standard","none","87","84","82"
"male","group C","master's degree","standard","none","73","63","64"
"female","group A","high school","standard","none","57","60","62"
"male","group C","high school","standard","none","67","68","61"
"female","group B","associate's degree","standard","completed","87","90","92"
"male","group D","some college","standard","none","64","48","49"
"male","group D","associate's degree","standard","completed","96","88","92"
"male","group D","some high school","free/reduced","none","34","32","29"
"female","group C","some college","standard","none","40","53","48"
"male","group D","associate's degree","free/reduced","none","70","61","63"
"female","group C","high school","standard","completed","70","88","86"
"female","group B","some college","standard","none","41","57","51"
"female","group D","some college","standard","none","59","64","67"
"male","group D","associate's degree","standard","completed","62","54","62"
"male","group B","some college","standard","none","65","67","63"
"male","group C","associate's degree","standard","none","50","44","41"
"male","group C","bachelor's degree","free/reduced","none","83","75","68"
"female","group E","some college","standard","none","80","84","84"
"female","group C","master's degree","free/reduced","none","44","55","51"
"female","group B","some college","free/reduced","none","48","73","63"
"male","group D","associate's degree","standard","completed","96","97","96"
"male","group D","bachelor's degree","free/reduced","none","53","54","58"
"male","group C","associate's degree","free/reduced","completed","60","55","55"
"female","group E","bachelor's degree","standard","none","80","85","87"
"male","group C","master's degree","free/reduced","completed","75","84","87"
"male","group C","associate's degree","standard","completed","41","39","45"
"male","group E","high school","free/reduced","none","67","71","67"
"male","group C","bachelor's degree","standard","completed","77","86","87"
"female","group D","some high school","standard","none","60","58","67"
"female","group E","some college","standard","none","67","59","62"
"male","group A","associate's degree","standard","none","100","91","88"
"female","group C","some college","standard","completed","84","96","100"
"female","group C","bachelor's degree","free/reduced","completed","71","89","88"
"female","group B","some college","free/reduced","none","0","23","14"
"female","group A","some high school","free/reduced","completed","53","62","61"
"male","group B","some high school","standard","none","59","49","51"
"female","group A","high school","standard","none","63","72","65"
"female","group E","some high school","free/reduced","completed","58","71","75"
"female","group C","bachelor's degree","free/reduced","completed","71","84","85"
"male","group B","some college","standard","none","57","55","52"
"female","group E","associate's degree","standard","completed","84","92","94"
"female","group C","high school","standard","completed","60","73","73"
"male","group D","some high school","standard","none","78","74","72"
"male","group A","some high school","free/reduced","none","54","60","53"
"male","group C","some college","standard","none","65","61","54"
"male","group C","associate's degree","standard","completed","75","73","74"
"male","group B","high school","free/reduced","none","73","75","72"
"female","group B","some high school","standard","completed","47","63","66"
"male","group B","associate's degree","standard","none","80","71","68"
"male","group B","some high school","standard","none","66","64","65"
"female","group D","some high school","standard","completed","72","86","81"
"male","group E","some high school","standard","completed","88","80","79"
"male","group D","high school","free/reduced","completed","42","43","46"
"male","group C","associate's degree","free/reduced","none","71","69","63"
"female","group C","high school","free/reduced","completed","45","55","56"
"male","group D","some high school","free/reduced","completed","62","66","62"
"male","group E","master's degree","free/reduced","none","89","82","84"
"male","group D","high school","standard","completed","83","70","82"
"male","group C","master's degree","free/reduced","completed","72","74","70"
"male","group B","high school","free/reduced","none","70","82","76"
"female","group D","master's degree","standard","none","86","98","97"
"male","group C","high school","standard","none","80","75","66"
"female","group D","some college","free/reduced","completed","52","68","67"
"female","group D","some high school","free/reduced","completed","73","83","86"
"female","group E","some high school","free/reduced","none","42","53","47"
"female","group B","high school","standard","completed","85","84","88"
"female","group B","bachelor's degree","standard","none","86","92","89"
"female","group B","associate's degree","standard","completed","76","78","82"
"female","group B","some high school","standard","completed","83","80","83"
"male","group C","some high school","standard","none","61","51","48"
"female","group C","some high school","standard","completed","72","74","78"
"female","group D","bachelor's degree","standard","completed","58","66","77"
"female","group B","some college","standard","none","44","49","44"
"male","group B","associate's degree","standard","completed","95","84","88"
