"sex","parental_level_of_education","lunch","test_preparation_course","math_score","reading_score","writing_score","id","parent_income","school_location","school_type","race","el_status","home_language","grade","age","close_friends","trusted_adult","mental_health","stress_rating","belonging","ses_score","alcohol_use","marijuana_use","siblings","pets"
"female","some college","Reduced","none",37.936081737351,34.0612485917803,33.1864154462096,1301,35510.2919993564,"Suburban","Public","2 or more","not EL","English",6,11,3,1,"very good",5,"very welcome",5.09,0,0,1,0
"female","bachelor's degree","Standard","none",48.9240326617372,48.6976758780034,39.4713190942696,1302,52212.0251792079,"Urban","Public","Latine","EL","Spanish",7,13,4,1,"good",6,"very welcome",9.18,0,0,2,0
"female","associate's degree","Reduced","none",79.7044744138245,76.4451244827863,63.1857745517481,1303,48296.7496551909,"Suburban","Public","Latine","not EL","English",8,14,1,0,"poor",3,"welcome half the time",5.91,0,0,0,1
"female","some college","Free","none",54.4375858478628,53.5625757481143,43.6875656483657,1304,31212.0325528651,"Urban","Public","Asian","not EL","English",7,13,3,1,"good",8,"very welcome",3.45,0,0,3,0
"male","associate's degree","Reduced","none",75.1715544988299,66.9160774989676,61.6606004991052,1305,39873.1084187833,"Urban","Public","White","not EL","English",6,11,2,1,"very good",5,"welcome half the time",5.91,0,0,1,0
"male","associate's degree","Reduced","none",70.5208426944515,62.8125082598101,58.1041738251688,1306,35769.6108743187,"Suburban","Public","Black","not EL","English",6,11,1,1,"good",6,"very welcome",5.91,0,0,2,0
"female","high school","Reduced","none",79.0711335027833,75.8862942671617,62.7014550315401,1307,39924.1961781078,"Urban","Public","White","not EL","English",8,13,3,1,"good",8,"mostly welcome",4.27,0,0,3,1
"female","some college","Reduced","completed",38.564306843527,34.6155648619356,33.6668228803442,1308,39514.406639819,"Suburban","Public","2 or more","EL","Other",6,12,3,1,"very good",6,"very welcome",5.09,0,0,2,1
"female","high school","Free","completed",68.8854915510744,66.8989631333009,54.9124347155275,1309,33932.6420888673,"Suburban","Public","Latine","EL","English",8,14,3,1,"excellent",4,"mostly welcome",2.64,0,0,0,0
"male","high school","Free","none",83.8341007602131,79.5006771413645,66.1672535225159,1310,33733.8999343643,"Urban","Public","White","not EL","English",7,12,4,1,"poor",1,"very welcome",2.64,0,0,4,0
"female","some college","Free","none",40.946029851069,42.2464969274138,33.5469640037586,1311,20497.6646182759,"Suburban","Public","Black","not EL","English",8,14,4,0,"excellent",4,"mostly welcome",3.45,0,0,0,0
"male","high school","Free","completed",49.0330828023095,48.793896590273,39.5547103782366,1312,23711.5909939049,"Suburban","Public","Asian","not EL","English",7,13,4,0,"good",8,"very welcome",2.64,0,0,3,0
"male","some high school","Free","completed",71.7092409519131,69.3905067222763,57.0717724926394,1313,29593.6711481842,"Urban","Public","Black","not EL","English",8,13,3,1,"good",8,"mostly welcome",1,0,0,3,0
"male","some college","Standard","none",100,98.3943965242393,82.2084769876741,1314,57929.5976828262,"Suburban","Public","White","not EL","English",8,13,4,0,"very good",6,"mostly welcome",6.73,0,0,2,4
"female","some high school","Free","none",29.733959145764,26.8240815992035,26.9142040526431,1315,29620.179278297,"Urban","Public","White","not EL","English",6,12,5,1,"poor",2,"very welcome",1,0,0,4,0
"male","some high school","Reduced","none",84.2380354139689,80.4453253652667,66.6526153165644,1316,36963.5502435111,"Suburban","Public","Black","not EL","English",8,13,3,0,"very good",5,"very unwelcome",2.64,0,0,1,2
"female","bachelor's degree","Standard","completed",16.2186331782711,19.8399704514157,14.4613077245603,1317,55946.6834316192,"Urban","Public","Latine","EL","Spanish",7,13,4,1,"very good",5,"very welcome",9.18,0,1,1,0
"male","high school","Reduced","none",40.580612891894,36.3946584340241,35.2087039761543,1318,45241.1255750497,"Urban","Public","White","EL","Spanish",6,11,1,1,"very good",6,"very welcome",4.27,0,0,2,2
"female","associate's degree","Reduced","none",35.974158390582,32.3301397563959,31.6861211222097,1319,48906.2427079504,"Urban","Public","Latine","EL","Other",6,11,2,1,"very good",5,"very welcome",5.91,0,0,1,1
"female","associate's degree","Standard","none",91.5832028218731,86.9263554310645,72.2695080402559,1320,55284.236954043,"Urban","Public","White","not EL","English",8,13,3,1,"fair",3,"mostly welcome",7.55,0,0,0,3
"male","high school","Reduced","none",73.0434303197184,70.5677326350457,58.0920349503729,1321,36378.4884233638,"Rural","Charter","White","not EL","English",8,14,3,0,"excellent",4,"welcome half the time",4.27,0,0,0,0
"female","high school","Free","completed",51.6608701458994,51.7007677757936,41.7406654056878,1322,23800.5118505291,"Rural","Charter","White","not EL","English",8,13,3,0,"very good",6,"very welcome",2.64,0,0,2,0
"female","some college","Reduced","none",45.1039749263691,40.3858602291492,38.6677455319293,1323,40083.7541480511,"Rural","Charter","Black","EL","Other",6,11,1,0,"excellent",3,"welcome half the time",5.09,0,0,0,1
"male","some high school","Free","none",55.3007996025538,49.3830584728416,46.4653173431294,1324,2739.65995102453,"Rural","Public","White","not EL","English",6,11,4,0,"good",7,"very welcome",1,0,0,3,0
"male","some high school","Free","none",70.8582039643347,63.1101799685306,58.3621559727265,1325,30616.0200786765,"Urban","Public","Latine","not EL","English",6,11,3,1,"good",7,"very welcome",1,0,0,3,1
"female","some college","Reduced","none",89.205821933329,79.299254647055,72.392687360781,1326,41144.218557997,"Suburban","Public","White","not EL","English",6,11,2,1,"poor",3,"welcome half the time",5.09,0,0,0,1
"male","associate's degree","Free","none",52.7085421364589,52.0369489439343,42.3653557514097,1327,30723.573977197,"Urban","Public","Black","not EL","English",7,12,3,1,"excellent",3,"welcome half the time",4.27,0,0,0,0
"female","some high school","Reduced","none",62.6238020403801,55.8445312121001,52.0652603838201,1328,39287.4752213248,"Suburban","Public","Black","not EL","English",6,11,3,1,"very good",5,"very welcome",2.64,0,0,1,2
"female","some college","Free","none",54.9156493197853,49.0432199880458,46.1707906563064,1329,33692.3839775069,"Suburban","Public","Asian","not EL","English",6,12,2,0,"very good",5,"very welcome",3.45,0,0,1,0
"female","some college","Reduced","none",79.3678990539858,76.1481462241051,62.9283933942245,1330,43098.7641494034,"Urban","Public","2 or more","not EL","English",8,13,3,1,"good",7,"mostly welcome",5.09,0,0,3,1
"male","high school","Free","none",47.7310118285243,47.6450104369332,38.5590090453421,1331,24773.9151451456,"Rural","Charter","Latine","EL","Spanish",7,13,4,0,"good",8,"mostly welcome",2.64,0,0,3,0
"female","associate's degree","Reduced","none",61.3593353937096,60.2582371120967,49.1571388304838,1332,37505.4914080645,"Urban","Public","Black","not EL","English",8,13,3,1,"excellent",4,"mostly welcome",5.91,0,0,0,0
"male","associate's degree","Reduced","none",100,93.0032960966549,84.2695232837676,1333,44171.8821374945,"Urban","Public","Black","not EL","English",6,11,1,1,"excellent",4,"very welcome",5.91,0,0,0,0
"female","some college","Free","none",59.56294162405,53.1437720212206,49.7246024183912,1334,33016.6194036443,"Suburban","Public","Latine","EL","English",6,12,1,0,"poor",1,"very unwelcome",3.45,0,0,4,0
"female","bachelor's degree","Standard","none",67.4719792803492,65.0635111297199,53.6550429790906,1335,57894.8919715347,"Urban","Public","Black","not EL","English",7,12,2,1,"very good",5,"very welcome",9.18,0,0,1,0
"male","associate's degree","Standard","none",62.182338785881,55.4550048110715,51.727670836262,1336,52507.4937142857,"Urban","Public","Black","not EL","English",6,12,2,1,"very good",6,"very welcome",7.55,0,0,2,2
"female","high school","Free","none",56.5846155092548,56.0452489787542,45.5058824482537,1337,26696.8326525028,"Urban","Public","2 or more","not EL","English",8,14,4,1,"excellent",3,"welcome half the time",2.64,1,0,0,0
"female","some college","Free","none",66.1208636362824,63.871350267308,52.6218368983336,1338,27797.5611414042,"Suburban","Public","Black","not EL","English",7,12,4,0,"very good",5,"very welcome",3.45,0,0,1,0
"male","some college","Standard","none",38.8369721797509,34.8561519233097,33.8753316668684,1339,53933.9481539347,"Suburban","Public","White","not EL","English",6,12,3,1,"very good",5,"welcome half the time",6.73,0,0,1,3
"male","bachelor's degree","Reduced","completed",84.9665374156502,80.4998859549854,67.0332344943207,1340,40476.0447181909,"Urban","Public","Asian","not EL","English",7,13,5,1,"excellent",3,"very welcome",7.55,0,0,0,0
"male","some high school","Reduced","none",33.5225343891553,30.1669421080782,29.8113498270011,1341,46186.2920391546,"Urban","Public","Latine","EL","Other",6,11,1,1,"fair",2,"mostly unwelcome",2.64,0,0,4,4
"male","some college","Free","completed",66.381771280969,59.1603864243844,54.9390015677998,1342,30519.8889544285,"Suburban","Public","Black","not EL","English",6,12,3,0,"very good",6,"very welcome",3.45,1,0,2,0
"male","some high school","Free","none",51.4162464299266,51.4849233205234,41.5536002111203,1343,17656.6155470156,"Rural","Charter","Latine","EL","English",8,13,3,0,"fair",9,"very welcome",1,0,0,0,0
"female","bachelor's degree","Standard","none",77.0395290273636,74.0937020829678,61.1478751385721,1344,62729.1347219786,"Rural","Public","White","not EL","English",8,14,3,0,"very good",5,"welcome half the time",9.18,0,1,1,1
"female","some college","Reduced","none",86.2358626922394,82.2081141402112,68.180365588183,1345,47138.7427601408,"Urban","Public","2 or more","not EL","English",8,14,4,1,"good",7,"mostly welcome",5.09,1,0,3,2
"female","high school","Free","none",49.509196109893,49.8022318616703,40.0952676134476,1346,22534.8212411136,"Urban","Public","White","not EL","English",8,13,3,1,"fair",2,"welcome half the time",2.64,0,0,4,0
"female","bachelor's degree","Reduced","none",61.3587005266205,54.7282651705475,51.0978298144745,1347,48883.9970296837,"Urban","Public","Black","not EL","English",6,11,4,1,"good",6,"very welcome",7.55,0,0,2,0
"female","high school","Standard","completed",61.8739777715723,55.1829215631521,51.4918653547318,1348,51386.2257691132,"Suburban","Public","2 or more","not EL","English",6,11,4,1,"fair",9,"mostly unwelcome",5.91,1,0,4,3
"female","bachelor's degree","Standard","completed",50.78875638574,50.3430203403588,40.8972842949776,1349,53042.8434050738,"Urban","Public","Black","not EL","English",7,13,2,1,"poor",3,"welcome half the time",9.18,0,0,0,0
"male","some high school","Free","none",41.5520241606225,42.1929624946669,33.8339008287113,1350,30091.1670353693,"Urban","Public","Latine","not EL","English",7,13,2,1,"poor",3,"very welcome",1,0,0,0,0
"female","bachelor's degree","Standard","none",73.8257753981361,71.2580371160024,58.6902988338688,1351,60838.6914106683,"Urban","Public","Latine","not EL","English",8,13,4,1,"good",7,"mostly welcome",9.18,0,0,3,1
"female","high school","Free","none",50.7786840012361,45.3929564716789,43.0072289421217,1352,18435.1974084586,"Urban","Public","Black","not EL","English",6,11,3,1,"very good",5,"very welcome",2.64,0,0,1,0
"male","some college","Free","none",61.1553814555787,60.0782777549224,49.0011740542661,1353,32385.5185032816,"Urban","Public","Black","not EL","English",8,14,3,1,"very good",6,"mostly welcome",3.45,0,0,2,0
"male","master's degree","Standard","completed",94.9417220620535,89.8897547606354,74.8377874592174,1354,95259.8365070903,"Suburban","Public","Black","not EL","English",8,13,1,1,"very good",5,"very welcome",10,0,0,1,3
"male","some high school","Free","completed",58.1888796052036,57.4607761222384,46.7326726392733,1355,21640.5174148256,"Suburban","Public","Latine","EL","Other",8,14,4,1,"very good",5,"very welcome",1,1,1,1,0
"male","some high school","Free","none",85.2868476977521,75.8413362038989,69.3958247100457,1356,23583.08454686,"Urban","Public","White","not EL","English",6,11,3,1,"good",7,"very welcome",1,0,0,3,0
"female","bachelor's degree","Standard","none",81.0938447999588,72.1416277646696,66.1894107293803,1357,53966.4120190264,"Rural","Charter","Black","not EL","English",6,12,3,0,"very good",6,"very welcome",9.18,1,0,2,0
"female","some college","Reduced","none",68.4946276839705,61.0246714858563,56.5547152877421,1358,44879.6988921086,"Urban","Public","White","not EL","English",6,12,3,1,"good",8,"very welcome",5.09,0,0,3,2
"male","associate's degree","Reduced","none",77.243908522219,73.6858016372521,61.1276947522851,1359,42165.5589559428,"Suburban","Public","White","EL","French",7,12,2,0,"good",6,"welcome half the time",5.91,0,0,2,0
"male","some college","Reduced","none",65.3759906988999,63.2141094402058,52.0522281815117,1360,35565.6613797422,"Suburban","Public","White","not EL","English",7,13,2,1,"very good",6,"mostly welcome",5.09,1,0,2,0
"female","master's degree","Standard","completed",52.5029616783196,46.9143779514585,44.3257942245973,1361,76908.4685218557,"Urban","Public","Latine","EL","Other",6,11,2,1,"good",6,"very welcome",10,0,0,2,0
"female","bachelor's degree","Standard","none",61.45557151894,54.8137395755353,51.1719076321306,1362,71652.440039141,"Urban","Public","Black","not EL","English",6,12,3,1,"fair",9,"mostly unwelcome",9.18,0,0,4,3
"female","some college","Standard","completed",90.6739841874438,86.1241036948034,71.5742232021629,1363,49749.4024632022,"Suburban","Public","Latine","not EL","English",8,13,2,0,"very good",5,"very welcome",6.73,1,0,1,3
"female","high school","Reduced","completed",44.0653647932706,44.4106159940623,35.755867194854,1364,43019.2438487435,"Urban","Public","Black","EL","French",7,13,4,1,"good",8,"very welcome",4.27,0,0,3,2
"male","bachelor's degree","Standard","completed",95.1349014018964,89.4719718252027,74.809042248509,1365,50935.0954179698,"Urban","Public","Latine","EL","Spanish",7,13,3,1,"very good",6,"mostly welcome",9.18,0,0,2,0
"female","some college","Reduced","none",77.2370317518443,73.6797338986862,61.122436045528,1366,44122.6535608248,"Rural","Public","White","EL","Other",7,12,2,0,"good",8,"mostly welcome",5.09,0,0,3,1
"male","high school","Reduced","none",10.8362803215487,10.1496591072489,12.463037892949,1367,40096.8597032635,"Urban","Public","Latine","EL","English",6,12,2,1,"good",6,"very unwelcome",4.27,0,0,2,1
"male","associate's degree","Standard","none",99.1084491813523,93.5662786894285,78.0241081975047,1368,59710.852459619,"Urban","Public","White","EL","English",8,13,3,1,"very good",5,"mostly unwelcome",7.55,0,0,1,4
"male","high school","Free","none",13.578100552887,17.5100887231355,12.4420768933841,1369,27646.2188930196,"Urban","Public","Black","EL","French",7,12,4,1,"very good",5,"very welcome",2.64,0,0,1,0
"male","some high school","Free","completed",54.4673039180094,48.6476211041259,45.8279382902425,1370,23889.4279446594,"Urban","Public","White","not EL","English",6,11,1,1,"very good",6,"mostly welcome",1,0,0,2,0
"male","associate's degree","Free","none",54.8381013450904,54.5042070691974,44.1703127933044,1371,33669.471379465,"Urban","Public","Black","not EL","English",8,13,2,1,"very good",5,"welcome half the time",4.27,1,0,1,0
"male","high school","Free","none",67.7859699038945,65.3405616799069,53.8951534559193,1372,26499.0023109096,"Urban","Public","White","not EL","English",7,13,3,1,"fair",9,"mostly welcome",2.64,0,0,4,0
"female","some college","Reduced","none",87.2031383681368,83.0615926777678,68.9200469873987,1373,47707.7284518452,"Urban","Public","2 or more","EL","English",8,14,4,1,"poor",9,"mostly unwelcome",5.09,0,0,4,2
"male","high school","Free","none",67.7695570866907,60.384903311786,56.0002495368812,1374,29484.0992885705,"Urban","Public","Black","not EL","English",6,11,3,1,"excellent",4,"very welcome",2.64,0,0,0,0
"female","some college","Free","none",37.0435767064859,33.2737441527817,32.5039115990775,1375,20220.8320281544,"Urban","Public","White","not EL","English",6,11,2,1,"very good",5,"very welcome",3.45,0,0,1,0
"female","associate's degree","Reduced","none",55.074197247518,49.1831152183982,46.2920331892785,1376,44939.6906358537,"Rural","Charter","2 or more","not EL","English",6,11,2,0,"very good",6,"very welcome",5.91,0,0,2,1
"male","high school","Free","none",61.2765500656158,60.1851912343668,49.0938324031179,1377,29456.7941562446,"Urban","Public","Asian","not EL","English",8,14,3,1,"poor",3,"mostly welcome",2.64,0,0,0,0
"male","master's degree","Standard","none",48.3731533753937,48.7998412135827,39.2265290517717,1378,67866.5608090551,"Urban","Public","Latine","not EL","English",8,13,4,1,"excellent",4,"very welcome",10,0,0,0,0
"male","some college","Reduced","none",52.1700703335988,46.6206502943519,44.071230255105,1379,34157.7833089223,"Rural","Charter","White","not EL","English",6,11,3,0,"good",6,"mostly welcome",5.09,0,0,2,0
"male","some high school","Reduced","none",64.5267279959909,57.5235835258743,53.5204390557578,1380,35673.5749845433,"Suburban","Public","2 or more","not EL","English",6,11,1,0,"very good",5,"very welcome",2.64,0,0,1,2
"female","some college","Reduced","completed",50.9048612717033,45.5042893573852,43.1037174430672,1381,39752.2248728679,"Urban","Public","2 or more","EL","English",6,11,2,1,"good",7,"mostly welcome",5.09,0,0,3,1
"male","bachelor's degree","Reduced","none",50.7695415948523,50.9143014072226,41.059061219593,1382,47276.2009381484,"Suburban","Public","White","not EL","English",8,14,4,0,"good",8,"mostly welcome",7.55,1,0,3,0
"female","bachelor's degree","Standard","none",60.3903941358833,58.8150536493088,48.2397131627343,1383,62361.4829009189,"Suburban","Public","Black","not EL","English",7,13,4,1,"excellent",3,"welcome half the time",9.18,0,0,0,1
"female","high school","Free","none",63.3032905024211,56.4440798550774,52.5848692077338,1384,28412.9522898851,"Rural","Charter","White","not EL","English",6,11,4,0,"good",6,"very welcome",2.64,0,0,2,0
"female","associate's degree","Reduced","completed",51.9849317888123,46.4572927548344,43.9296537208565,1385,43290.4245724862,"Urban","Public","White","not EL","English",6,11,3,1,"excellent",4,"very welcome",5.91,0,0,0,0
"female","some high school","Free","none",52.3145599152634,52.2775528664089,42.2405458175544,1386,18185.0352442726,"Urban","Public","2 or more","not EL","English",8,14,1,1,"very good",5,"very welcome",1,0,1,1,0
"female","bachelor's degree","Standard","none",72.1473806892273,69.1888653140241,57.2303499388209,1387,53403.7422591375,"Urban","Public","2 or more","EL","English",7,13,1,1,"very good",5,"very welcome",9.18,0,0,2,0
"male","some high school","Free","none",89.1964653083883,84.2321752721073,70.2678852358264,1388,13121.4456811526,"Rural","Public","Asian","not EL","English",7,12,3,0,"poor",3,"mostly welcome",1,0,0,0,0
"male","some college","Reduced","none",65.5995722857558,63.411387310961,52.2232023361662,1389,43134.8425195799,"Rural","Public","2 or more","not EL","English",7,13,4,0,"good",7,"very welcome",5.09,0,0,3,1
"male","associate's degree","Free","completed",62.7428003953286,60.8907062311723,50.038612067016,1390,22850.3847292933,"Urban","Public","2 or more","not EL","English",7,12,3,1,"very good",6,"very welcome",4.27,0,0,2,0
"male","some high school","Free","none",42.5078372623686,43.0363269962076,34.5648167300466,1391,15951.31241928,"Suburban","Public","2 or more","not EL","English",7,13,4,1,"very good",5,"very welcome",1,0,0,1,0
"female","some college","Free","none",41.8525250228573,42.4581103142859,34.0636956057144,1392,22477.6617042538,"Urban","Public","Latine","EL","Other",7,13,3,1,"very good",5,"very welcome",3.45,1,0,1,0
"female","associate's degree","Reduced","none",49.1538246372828,43.9592570328965,41.7646894285103,1393,43182.7335717057,"Suburban","Public","White","not EL","English",6,11,3,1,"good",7,"welcome half the time",5.91,0,0,3,0
"female","some college","Free","none",64.6393038812824,62.564091659955,51.4888794386277,1394,32794.0642314818,"Urban","Public","White","not EL","English",7,13,3,1,"good",8,"very welcome",3.45,0,0,3,0
"male","some college","Free","none",55.6900742175003,55.2559478389708,44.8218214604414,1395,29170.6318926472,"Suburban","Public","2 or more","not EL","English",8,14,2,0,"good",7,"very welcome",3.45,0,0,3,0
"female","some high school","Free","completed",77.1268467644707,74.1707471451212,61.2146475257717,1396,32780.4980967475,"Suburban","Public","Asian","not EL","English",8,13,1,1,"fair",9,"mostly unwelcome",1,0,0,4,1
"female","some college","Free","none",43.0225707442638,44.0787388919974,35.1349070397311,1397,21719.1592613316,"Urban","Public","White","not EL","English",8,14,4,1,"good",8,"very unwelcome",3.45,0,0,3,0
"female","some high school","Free","completed",54.0419367428158,53.8017088907198,43.5614810386238,1398,19201.1392604799,"Suburban","Public","Black","not EL","English",8,13,2,0,"good",8,"very welcome",1,0,0,3,0
"female","some high school","Free","completed",48.8259722820405,49.1993873076828,39.5728023333251,1399,16132.9248717885,"Urban","Public","White","not EL","English",8,14,4,1,"very good",6,"very unwelcome",1,0,0,2,0
"male","some college","Free","completed",55.090917557043,54.7272801973908,44.3636428377387,1400,28818.1867982606,"Suburban","Public","Black","not EL","English",8,14,2,1,"fair",9,"welcome half the time",3.45,0,0,4,0
"male","some high school","Free","none",73.5070138424996,70.3885416257349,58.2700694089702,1401,15201.3556140171,"Urban","Public","Asian","not EL","English",7,13,3,1,"very good",6,"welcome half the time",1,0,0,2,0
"male","high school","Free","none",64.8843553497267,63.3685488379941,51.8527423262616,1402,31579.0325586628,"Urban","Public","White","not EL","English",8,14,2,1,"excellent",4,"mostly welcome",2.64,0,0,0,0
"male","associate's degree","Standard","none",71.8930911040459,64.0233156800405,59.1535402560351,1403,49772.7122534701,"Urban","Public","Latine","EL","Other",6,12,4,1,"good",8,"very welcome",7.55,0,0,3,2
"female","associate's degree","Reduced","none",63.7582416016654,62.374919060293,50.9915965189206,1404,38916.612706862,"Urban","Public","White","not EL","English",8,13,3,1,"very good",5,"very welcome",5.91,0,0,1,0
"female","some high school","Free","completed",75.4739290113657,72.7122903041462,59.9506515969267,1405,31808.1935360975,"Rural","Public","White","not EL","English",8,14,3,0,"fair",3,"very unwelcome",1,0,0,0,1
"male","some college","Reduced","none",70.0256506041268,67.9049858271707,55.7843210502146,1406,37603.3238847805,"Suburban","Public","Latine","EL","Spanish",8,14,2,1,"excellent",4,"very welcome",5.09,1,0,0,0
"female","bachelor's degree","Standard","completed",69.187543718185,61.6360679866338,57.0845922550826,1407,75516.45938304,"Urban","Public","White","not EL","English",6,11,4,1,"very good",6,"welcome half the time",9.18,0,0,2,4
"male","some high school","Free","completed",43.5433326578789,39.0088229334226,37.4743132089662,1408,12392.1879495394,"Rural","Public","White","not EL","English",6,12,3,0,"poor",3,"very welcome",1,1,0,0,0
"male","some college","Free","none",14.747297401611,19.1299682955391,13.5126391894672,1409,5086.64553035939,"Suburban","Public","White","not EL","English",8,14,4,1,"good",7,"very welcome",3.45,0,0,3,0
"male","bachelor's degree","Standard","completed",54.1584894636481,53.9045495267483,43.6506095898485,1410,49269.6996844989,"Urban","Public","2 or more","not EL","English",8,13,5,1,"poor",3,"welcome half the time",9.18,0,0,0,0
"female","some college","Reduced","none",61.7059697986675,59.9758557047066,49.2457416107457,1411,34658.8590115978,"Rural","Charter","Asian","not EL","English",7,13,3,0,"fair",10,"very unwelcome",5.09,0,0,4,0
"male","bachelor's degree","Standard","none",62.1216986776202,60.3426753037825,49.5636519299449,1412,49484.7405628077,"Urban","Public","Asian","not EL","English",7,13,3,1,"good",6,"very unwelcome",9.18,0,0,2,0
"female","some college","Reduced","none",72.9410070089938,69.8891238314651,57.8372406539364,1413,38721.9706444981,"Suburban","Public","Asian","not EL","English",7,12,3,1,"very good",5,"very welcome",5.09,0,0,1,0
"female","bachelor's degree","Standard","none",48.4144519450588,43.3068693632872,41.1992867815156,1414,49759.7605607807,"Urban","Public","Black","not EL","English",6,11,3,1,"good",7,"mostly welcome",9.18,0,0,3,0
"male","bachelor's degree","Standard","none",72.0501021857566,69.1030313403735,57.1559604949904,1415,55712.9327054144,"Urban","Public","White","not EL","English",7,12,1,1,"very good",5,"mostly welcome",9.18,0,1,1,0
"female","high school","Reduced","none",68.9924660132649,66.4051170705278,54.8177681277908,1416,43795.1911261286,"Suburban","Public","Latine","not EL","English",7,12,4,0,"excellent",4,"mostly welcome",4.27,0,0,0,2
"male","bachelor's degree","Standard","none",53.7269569056958,53.5237855050257,43.3206141043556,1417,49015.8570033505,"Suburban","Public","2 or more","not EL","English",8,14,3,1,"very good",6,"very welcome",9.18,0,0,2,0
"female","associate's degree","Free","completed",51.3071374047861,50.8004153571642,41.2936933095423,1418,30439.2888916437,"Urban","Public","Latine","EL","Other",7,13,4,1,"very good",5,"very welcome",4.27,0,0,1,0
"female","some college","Reduced","completed",66.0014848082572,64.3542513014034,52.7070177945496,1419,35236.1675342689,"Urban","Public","White","not EL","English",8,14,4,1,"very good",5,"mostly welcome",5.09,0,1,1,0
"male","high school","Standard","completed",57.8987552673518,56.6165487653104,46.334342263269,1420,58827.8137489145,"Urban","Public","Black","not EL","English",7,13,4,1,"excellent",4,"very welcome",5.91,0,0,0,5
"male","associate's degree","Reduced","completed",57.3358456660786,51.1786873524223,48.021529038766,1421,43260.2153902426,"Urban","Public","Latine","not EL","English",6,11,2,1,"good",8,"very unwelcome",5.91,0,0,3,0
"male","some college","Free","none",73.0274576462845,69.9654038055452,57.9033499648058,1422,22607.128187246,"Urban","Public","2 or more","EL","Spanish",7,12,3,1,"fair",1,"welcome half the time",3.45,0,0,4,0
"female","some college","Reduced","none",73.1099839666691,65.0970446764727,60.0841053862764,1423,34776.6182558156,"Urban","Public","White","not EL","English",6,12,2,1,"very good",5,"welcome half the time",5.09,0,0,1,0
"male","associate's degree","Standard","none",70.4146086359917,67.6599487964633,55.9052889569349,1424,58656.6882178175,"Suburban","Public","White","not EL","English",7,12,4,1,"very good",5,"very welcome",7.55,0,0,1,3
"female","some high school","Free","none",77.8022191799988,74.7666639823519,61.731108784705,1425,33177.7759882346,"Rural","Charter","White","not EL","English",8,13,3,0,"good",8,"mostly welcome",1,0,0,3,1
"male","some college","Standard","completed",90.7442668316219,86.1861177926076,71.6279687535933,1426,49790.7451950717,"Urban","Public","White","not EL","English",8,14,2,1,"good",6,"mostly welcome",6.73,1,0,2,3
"male","some college","Reduced","completed",64.8029231385306,62.7084615928211,51.6140000471116,1427,46212.7427893785,"Rural","Charter","Asian","not EL","English",7,12,3,0,"very good",5,"welcome half the time",5.09,1,0,1,2
"male","some college","Free","completed",79.1720982259326,75.38714549347,62.6021927610073,1428,28626.5625794006,"Urban","Public","White","not EL","English",7,12,1,1,"excellent",3,"very welcome",3.45,0,0,0,0
"male","associate's degree","Standard","completed",84.8834480833645,81.0148071323805,67.1461661813964,1429,51343.2047549203,"Rural","Public","White","not EL","English",8,13,4,0,"very good",5,"mostly unwelcome",7.55,0,0,1,2
"female","master's degree","Standard","none",62.4978927065752,55.7334347410958,51.9689767756163,1430,78886.8467102814,"Rural","Public","2 or more","not EL","English",6,11,3,0,"very good",5,"very welcome",10,0,0,1,0
"male","bachelor's degree","Standard","none",36.8439869883846,33.0976355779864,32.3512841675882,1431,66585.2558057543,"Urban","Public","Latine","not EL","English",6,11,2,1,"very good",5,"very welcome",9.18,0,1,1,2
"female","bachelor's degree","Standard","completed",55.2383754789613,49.3279783637894,46.4175812486175,1432,70907.4517928798,"Urban","Public","Latine","not EL","English",6,11,4,1,"good",8,"very welcome",9.18,0,0,3,3
"male","associate's degree","Reduced","completed",63.7105775561321,61.7446272554107,50.7786769546893,1433,34495.6357644141,"Urban","Public","Latine","EL","Other",7,13,3,1,"very good",5,"welcome half the time",5.91,0,0,1,0
"female","some high school","Free","completed",60.148955556319,59.1902549026345,48.2315542489499,1434,22793.503268423,"Urban","Public","Latine","not EL","English",8,14,3,1,"excellent",3,"welcome half the time",1,1,0,0,0
"male","some college","Standard","none",58.0407493499399,56.7418376617117,46.4429259734835,1435,56619.4320053036,"Urban","Public","White","not EL","English",7,12,4,1,"fair",3,"very welcome",6.73,0,0,0,4
"female","some high school","Free","completed",74.1384333867569,71.5339118118443,58.9293902369318,1436,31022.6078745629,"Urban","Public","White","not EL","English",8,13,2,1,"very good",5,"very welcome",1,0,1,1,1
"female","some high school","Reduced","completed",70.1558672056327,67.4316475343818,55.7074278631309,1437,37308.7541596592,"Urban","Public","2 or more","EL","Other",7,13,5,1,"good",6,"very welcome",2.64,0,0,2,2
"male","some high school","Free","completed",76.1708025577293,67.7977669627023,62.4247313676753,1438,23083.5886384442,"Rural","Charter","White","not EL","English",6,11,4,0,"very good",5,"welcome half the time",1,0,0,1,0
"male","associate's degree","Free","none",66.1714375585175,58.9747978457507,54.7781581329839,1439,32977.8425981328,"Urban","Public","2 or more","EL","Spanish",6,12,3,1,"very good",5,"very welcome",4.27,0,0,1,0
"male","some college","Free","none",53.3292835537133,52.5846619591588,42.8400403646043,1440,27976.4513171505,"Rural","Charter","Latine","EL","English",7,12,2,0,"very good",5,"very welcome",3.45,0,0,1,0
