"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group C","high school","standard","none","65","74","75"
"male","group D","associate's degree","standard","none","89","82","84"
"male","group C","some college","standard","none","84","78","73"
"female","group C","some college","standard","none","53","54","60"
"female","group A","associate's degree","standard","none","66","57","64"
"female","group C","some high school","free/reduced","none","48","49","53"
"female","group C","associate's degree","free/reduced","completed","73","80","76"
"female","group C","some high school","free/reduced","none","31","35","31"
"male","group C","associate's degree","standard","completed","71","62","63"
"male","group C","associate's degree","free/reduced","none","59","61","59"
"male","group C","some college","standard","none","73","68","62"
"female","group B","bachelor's degree","standard","none","47","60","53"
"female","group C","bachelor's degree","standard","completed","50","65","68"
"female","group C","master's degree","standard","none","79","88","82"
"female","group C","high school","standard","completed","75","82","83"
"female","group D","some college","standard","none","88","94","95"
"female","group C","some college","free/reduced","completed","63","75","73"
"female","group B","some college","standard","none","79","90","86"
"female","group A","some college","standard","none","44","61","58"
"female","group B","some college","standard","none","60","57","54"
"male","group D","associate's degree","standard","none","71","51","54"
"female","group B","master's degree","standard","none","61","80","83"
"female","group B","high school","standard","none","47","71","61"
"male","group D","high school","standard","completed","92","96","89"
"male","group C","associate's degree","standard","completed","94","87","85"
"male","group D","high school","standard","none","59","55","50"
"female","group C","some college","standard","none","61","64","64"
"male","group C","some college","standard","none","60","62","54"
"male","group C","some college","standard","completed","73","75","66"
"male","group B","bachelor's degree","free/reduced","none","92","84","80"
"female","group C","high school","standard","none","55","64","62"
"female","group C","some high school","free/reduced","completed","57","80","73"
"female","group E","some college","free/reduced","none","60","64","69"
"male","group C","some high school","free/reduced","none","34","39","33"
"male","group D","some college","standard","completed","90","86","87"
"female","group D","associate's degree","free/reduced","none","63","65","68"
"female","group D","high school","free/reduced","none","43","60","62"
"male","group D","some high school","standard","none","86","71","70"
"male","group D","high school","standard","none","55","53","55"
"male","group B","high school","standard","none","71","80","74"
"male","group B","some college","free/reduced","none","53","60","51"
"male","group C","associate's degree","standard","none","60","55","55"
"male","group C","some college","free/reduced","completed","66","60","67"
"male","group C","some college","standard","none","61","55","54"
"female","group E","associate's degree","free/reduced","completed","88","100","100"
"male","group D","master's degree","standard","none","82","72","75"
"male","group B","some college","free/reduced","none","58","48","47"
"female","group D","bachelor's degree","standard","none","73","84","83"
"female","group C","some college","standard","completed","80","93","94"
"female","group C","high school","free/reduced","none","25","38","34"
"female","group A","some high school","free/reduced","none","58","56","54"
"male","group C","associate's degree","standard","completed","76","74","79"
"female","group D","bachelor's degree","standard","completed","77","93","100"
"female","group E","some college","free/reduced","completed","77","81","83"
"female","group D","some high school","free/reduced","completed","55","64","69"
"male","group C","associate's degree","standard","none","70","74","69"
"female","group C","high school","standard","completed","81","93","92"
"female","group C","high school","free/reduced","none","50","66","63"
"male","group D","some high school","standard","none","50","49","46"
"male","group C","associate's degree","standard","none","63","75","67"
"female","group C","associate's degree","standard","none","71","73","69"
"male","group B","associate's degree","standard","completed","91","79","79"
"female","group B","high school","standard","none","69","84","82"
"female","group D","some high school","standard","none","67","84","78"
"male","group A","bachelor's degree","free/reduced","none","76","66","62"
"female","group D","associate's degree","standard","none","82","88","89"
"male","group D","high school","standard","completed","68","69","70"
"male","group A","bachelor's degree","standard","none","59","58","58"
"female","group D","bachelor's degree","free/reduced","none","66","74","78"
"female","group D","bachelor's degree","free/reduced","none","49","58","66"
"male","group E","some college","free/reduced","none","55","49","46"
"female","group C","some high school","standard","none","75","82","79"
"female","group D","some high school","free/reduced","completed","55","82","75"
"female","group B","some high school","standard","none","74","83","78"
"male","group E","associate's degree","standard","completed","91","78","79"
"female","group B","high school","standard","none","82","85","83"
"male","group A","associate's degree","standard","completed","67","59","61"
"female","group D","bachelor's degree","standard","completed","76","81","82"
"male","group C","associate's degree","standard","none","78","70","62"
"female","group D","associate's degree","standard","none","66","71","75"
"male","group E","associate's degree","standard","none","93","90","86"
"female","group C","bachelor's degree","standard","none","61","66","71"
"male","group C","some high school","free/reduced","completed","65","52","58"
"female","group B","some high school","standard","none","43","48","43"
"male","group E","associate's degree","standard","completed","83","74","76"
"female","group D","some high school","free/reduced","completed","65","67","74"
"male","group B","associate's degree","free/reduced","none","52","55","50"
"female","group D","some high school","free/reduced","none","41","43","48"
"male","group D","some college","free/reduced","none","65","70","60"
"male","group C","associate's degree","standard","none","82","73","71"
"female","group E","some college","free/reduced","completed","76","91","84"
"male","group D","associate's degree","standard","none","89","93","85"
"female","group B","master's degree","standard","none","73","79","85"
"male","group E","some high school","standard","none","93","72","67"
"female","group C","some college","standard","completed","69","86","82"
"male","group C","associate's degree","standard","completed","95","90","88"
"male","group D","master's degree","standard","none","68","74","72"
"female","group C","master's degree","standard","completed","96","100","100"
"female","group E","associate's degree","free/reduced","none","74","82","76"
"female","group C","bachelor's degree","standard","none","48","53","54"
"female","group A","associate's degree","standard","none","73","85","78"
"female","group D","some college","standard","none","56","69","63"
"male","group C","some high school","standard","completed","67","67","69"
"female","group C","bachelor's degree","free/reduced","none","54","69","68"
"male","group C","some college","standard","none","63","53","52"
"female","group C","some college","standard","none","82","89","92"
"male","group E","associate's degree","standard","none","87","80","77"
"male","group C","associate's degree","standard","none","81","69","70"
"male","group C","some college","standard","completed","87","82","79"
"male","group D","some high school","free/reduced","completed","56","67","69"
"female","group A","high school","free/reduced","completed","52","78","73"
"male","group C","some college","free/reduced","completed","68","77","74"
"male","group B","some college","standard","none","68","65","58"
"male","group D","high school","standard","completed","87","75","79"
"female","group D","high school","standard","none","80","92","96"
"male","group B","associate's degree","standard","none","81","76","67"
"male","group D","some high school","standard","none","51","41","42"
"male","group C","some college","free/reduced","none","89","81","72"
"male","group B","some college","standard","none","58","53","45"
"male","group B","some high school","standard","none","85","79","75"
"male","group B","associate's degree","standard","none","72","64","64"
"male","group B","some college","standard","none","88","86","84"
"male","group D","some college","standard","none","62","49","51"
"female","group C","some college","standard","none","73","79","77"
"male","group A","high school","standard","completed","60","50","51"
"female","group C","high school","standard","none","63","67","65"
"female","group C","some college","standard","none","43","44","46"
"male","group E","associate's degree","free/reduced","none","49","54","49"
"female","group E","some college","free/reduced","completed","75","92","87"
"female","group E","some high school","standard","none","46","50","53"
"female","group A","some high school","free/reduced","none","55","64","61"
"male","group E","some college","standard","none","72","71","66"
"male","group C","high school","standard","completed","87","91","90"
"female","group B","bachelor's degree","standard","none","53","65","58"
"female","group C","high school","standard","none","57","74","62"
"female","group C","master's degree","standard","none","68","77","75"
"female","group B","some college","standard","none","79","84","81"
"female","group B","associate's degree","standard","none","73","77","76"
"male","group E","associate's degree","free/reduced","completed","81","89","81"
"female","group C","some high school","standard","completed","95","98","97"
"male","group E","bachelor's degree","standard","completed","57","44","46"
"male","group B","associate's degree","standard","none","57","58","50"
"female","group E","some high school","free/reduced","completed","72","84","78"
"male","group A","associate's degree","free/reduced","none","74","74","63"
"male","group C","high school","standard","completed","49","41","39"
"female","group E","high school","standard","completed","85","85","93"
"male","group C","some college","standard","none","86","81","75"
"male","group E","associate's degree","standard","none","94","86","74"
"male","group E","master's degree","standard","completed","89","84","90"
"female","group A","high school","standard","none","71","78","77"
"female","group C","some high school","standard","completed","59","72","70"
"male","group D","high school","standard","none","84","71","68"
"male","group D","some college","free/reduced","none","54","46","46"
"male","group E","some college","free/reduced","none","69","68","66"
"female","group C","master's degree","standard","completed","88","100","98"
"female","group A","some high school","standard","none","41","55","48"
"male","group E","some high school","standard","none","82","59","56"
"female","group D","some college","free/reduced","completed","45","66","70"
"female","group D","some college","free/reduced","none","57","69","74"
"female","group C","associate's degree","standard","none","86","92","91"
"male","group C","high school","standard","none","68","64","58"
"female","group D","bachelor's degree","standard","none","71","75","80"
"male","group B","high school","free/reduced","none","61","53","50"
"female","group C","some high school","free/reduced","none","34","54","53"
"male","group D","associate's degree","standard","completed","92","84","82"
"male","group B","associate's degree","standard","none","77","67","61"
"male","group B","high school","free/reduced","none","50","57","49"
"male","group B","high school","free/reduced","none","75","77","71"
"female","group E","some high school","standard","completed","77","71","79"
"female","group D","high school","standard","none","50","60","56"
"male","group D","bachelor's degree","standard","none","71","65","67"
"female","group C","associate's degree","standard","none","75","76","69"
"female","group E","some high school","standard","none","83","79","82"
"male","group D","bachelor's degree","standard","completed","72","74","79"
"female","group A","master's degree","standard","none","49","60","51"
"female","group B","some high school","standard","none","81","85","84"
"male","group C","some college","standard","none","67","47","55"
"female","group D","associate's degree","standard","none","87","91","99"
"female","group C","associate's degree","free/reduced","completed","54","70","68"
"male","group B","some college","standard","none","90","87","75"
"female","group E","associate's degree","free/reduced","none","72","84","82"
"male","group D","bachelor's degree","free/reduced","completed","76","75","76"
"female","group D","high school","standard","none","85","94","94"
"male","group D","associate's degree","standard","none","69","61","60"
"male","group C","high school","standard","completed","77","78","72"
"male","group B","some high school","standard","none","74","63","61"
"female","group C","high school","free/reduced","none","52","69","61"
"female","group C","some college","free/reduced","none","66","79","76"
"female","group A","master's degree","standard","none","78","92","92"
"female","group D","some college","standard","none","70","77","77"
"male","group C","some high school","standard","completed","69","69","73"
"male","group D","high school","standard","none","86","82","78"
"female","group B","some college","standard","completed","77","87","91"
"female","group D","high school","standard","none","69","81","85"
"female","group D","associate's degree","standard","none","66","67","72"
"female","group B","associate's degree","free/reduced","none","50","68","59"
"male","group C","some college","standard","none","82","73","67"
"male","group D","some college","standard","none","53","51","49"
"male","group C","high school","free/reduced","none","55","66","55"
"female","group C","some high school","free/reduced","completed","59","74","75"
"male","group D","some college","standard","none","82","72","69"
"female","group D","associate's degree","standard","completed","77","73","82"
"male","group C","high school","standard","completed","72","80","78"
"male","group C","associate's degree","standard","none","64","67","65"
"male","group D","master's degree","standard","none","66","48","57"
"male","group C","some college","standard","completed","61","56","58"
"male","group B","high school","free/reduced","none","51","60","54"
"male","group C","high school","standard","completed","68","74","62"
"male","group D","bachelor's degree","standard","none","79","79","79"
"female","group B","some high school","standard","completed","85","93","93"
"male","group E","some high school","standard","none","78","62","57"
"female","group C","some high school","standard","none","66","72","71"
"male","group D","high school","standard","completed","75","67","76"
"male","group B","some high school","standard","none","54","49","43"
"male","group B","bachelor's degree","free/reduced","none","57","59","58"
"female","group B","some high school","free/reduced","none","50","64","60"
"female","group C","high school","free/reduced","completed","73","93","90"
"male","group A","some high school","standard","completed","63","53","58"
"male","group C","high school","standard","none","61","62","53"
"male","group B","bachelor's degree","free/reduced","none","70","69","67"
"male","group B","some college","standard","completed","76","76","73"
"male","group E","some college","standard","none","59","65","60"
"female","group C","high school","free/reduced","completed","74","80","85"
"male","group C","high school","free/reduced","none","74","75","71"
"male","group D","some college","free/reduced","completed","56","57","59"
"male","group B","some college","standard","none","67","60","62"
"female","group D","some high school","standard","none","57","56","63"
"male","group C","some high school","standard","completed","57","62","57"
"female","group C","some college","standard","none","95","88","93"
"male","group D","high school","standard","none","79","79","73"
"male","group E","some high school","standard","completed","85","67","68"
"female","group B","associate's degree","standard","none","70","77","76"
"female","group D","bachelor's degree","free/reduced","none","67","73","77"
"female","group B","some college","free/reduced","none","43","55","60"
"male","group D","bachelor's degree","standard","completed","97","86","97"
"female","group A","some high school","standard","none","55","66","57"
"female","group B","high school","standard","completed","72","80","75"
"male","group B","some college","standard","none","80","88","85"
"male","group C","associate's degree","standard","none","82","77","71"
"female","group B","some college","standard","completed","68","71","80"
"female","group C","associate's degree","free/reduced","none","46","54","53"
"male","group B","some college","standard","none","73","70","68"
"male","group B","high school","standard","completed","70","69","70"
"female","group B","associate's degree","standard","none","64","75","74"
"female","group D","high school","free/reduced","none","45","61","54"
"female","group B","some high school","standard","none","49","51","59"
"female","group E","bachelor's degree","standard","none","76","82","81"
"female","group C","some high school","standard","none","51","59","59"
"female","group D","some high school","free/reduced","completed","66","85","89"
"male","group C","some college","free/reduced","none","63","67","68"
"female","group C","some high school","standard","none","49","59","53"
"male","group C","some high school","free/reduced","none","60","54","53"
"female","group E","high school","free/reduced","none","57","61","62"
"male","group E","associate's degree","free/reduced","none","79","76","69"
"female","group D","bachelor's degree","standard","completed","94","99","100"
"female","group E","some high school","standard","none","74","74","73"
"female","group C","bachelor's degree","standard","completed","56","67","73"
"female","group C","high school","standard","completed","74","81","81"
"male","group E","some college","standard","completed","83","84","82"
"male","group B","bachelor's degree","free/reduced","completed","81","82","77"
"female","group C","some college","free/reduced","none","80","86","84"
"female","group E","high school","standard","completed","69","65","74"
"female","group B","high school","free/reduced","completed","64","72","72"
"male","group D","associate's degree","free/reduced","none","50","52","54"
"female","group C","bachelor's degree","standard","none","48","63","57"
"female","group D","bachelor's degree","free/reduced","none","62","65","75"
"male","group E","master's degree","standard","completed","97","77","79"
"male","group C","some high school","standard","completed","95","92","84"
"female","group A","some college","standard","none","61","75","77"
"male","group D","high school","standard","completed","98","91","92"
"female","group B","master's degree","standard","completed","85","81","89"
"male","group E","associate's degree","standard","completed","94","95","90"
"male","group C","associate's degree","standard","none","54","53","54"
"female","group C","master's degree","standard","none","62","75","70"
"female","group D","bachelor's degree","free/reduced","none","55","64","64"
"male","group D","some high school","standard","completed","74","72","76"
"female","group D","some high school","standard","none","81","81","80"
"male","group B","bachelor's degree","standard","completed","100","100","100"
"male","group D","associate's degree","free/reduced","none","72","73","73"
"female","group C","some college","standard","none","63","65","68"
"male","group C","some college","standard","none","90","75","73"
"male","group B","bachelor's degree","free/reduced","none","46","56","50"
"male","group B","some high school","standard","none","62","53","51"
"female","group B","bachelor's degree","standard","none","56","57","62"
"female","group C","high school","standard","none","71","77","77"
"female","group D","some high school","standard","none","45","51","60"
"male","group E","associate's degree","standard","completed","93","87","90"
"female","group B","master's degree","standard","completed","83","90","91"
"female","group D","some high school","standard","none","67","76","75"
"female","group D","some college","free/reduced","completed","48","77","80"
"female","group C","some high school","standard","none","73","88","87"
"female","group C","bachelor's degree","standard","none","68","75","75"
"female","group D","high school","free/reduced","none","32","50","45"
"female","group D","associate's degree","standard","none","64","77","77"
"male","group E","high school","standard","completed","100","93","92"
"male","group E","some high school","free/reduced","none","65","56","58"
"male","group C","associate's degree","standard","none","60","59","53"
"female","group D","some college","free/reduced","none","76","94","88"
"female","group C","bachelor's degree","free/reduced","none","53","69","63"
"male","group D","associate's degree","standard","none","64","64","60"
"male","group C","high school","standard","none","63","56","51"
"female","group C","some college","standard","completed","76","84","83"
"female","group E","some college","free/reduced","completed","75","83","80"
"male","group C","high school","standard","none","82","86","81"
"male","group B","high school","free/reduced","none","67","75","66"
"female","group D","some high school","standard","none","44","55","55"
"female","group C","master's degree","standard","none","80","92","91"
"female","group D","associate's degree","standard","completed","93","100","100"
"female","group E","some high school","standard","completed","70","71","78"
"female","group C","associate's degree","standard","none","75","79","81"
"male","group D","some high school","free/reduced","completed","47","41","45"
"male","group C","associate's degree","standard","none","52","37","38"
"female","group C","some college","free/reduced","none","57","66","71"
"male","group C","some high school","standard","none","52","30","36"
"male","group E","high school","standard","completed","60","55","54"
"male","group C","some college","standard","completed","88","93","85"
"male","group B","high school","standard","completed","79","82","74"
"female","group B","associate's degree","free/reduced","completed","65","74","75"
"male","group C","associate's degree","free/reduced","completed","51","53","58"
"male","group B","associate's degree","free/reduced","none","62","63","61"
"male","group D","some high school","free/reduced","none","46","45","40"
"male","group E","high school","standard","none","94","89","78"
"female","group B","some high school","standard","none","84","86","87"
"female","group C","some college","standard","none","75","82","83"
"female","group D","some college","standard","none","75","84","87"
"male","group B","some college","standard","none","84","80","77"
"male","group C","some high school","standard","none","60","50","51"
"female","group A","some high school","free/reduced","none","37","35","42"
"male","group C","bachelor's degree","standard","completed","61","54","61"
"male","group D","bachelor's degree","free/reduced","none","81","83","78"
"male","group E","some college","standard","none","71","68","65"
"male","group E","master's degree","standard","completed","95","88","88"
"male","group B","high school","free/reduced","none","52","50","46"
"female","group C","associate's degree","standard","none","55","69","65"
"male","group C","associate's degree","standard","completed","76","70","73"
"female","group A","master's degree","free/reduced","completed","47","58","64"
"female","group B","associate's degree","free/reduced","completed","65","86","78"
"female","group B","some college","free/reduced","none","61","65","66"
"male","group C","some college","standard","completed","96","89","92"
"male","group B","high school","standard","none","73","69","60"
"male","group B","some high school","standard","none","50","38","35"
"male","group C","some college","free/reduced","completed","49","62","58"
"male","group E","master's degree","free/reduced","completed","59","65","63"
"female","group A","associate's degree","standard","none","64","75","76"
"male","group D","master's degree","standard","none","63","65","62"
"female","group C","high school","standard","none","81","75","76"
"male","group C","master's degree","free/reduced","none","64","67","67"
"male","group A","some college","standard","none","74","70","63"
"female","group E","master's degree","standard","completed","84","93","85"
"male","group C","associate's degree","standard","none","55","58","55"
"female","group A","some college","standard","none","66","70","73"
"male","group E","bachelor's degree","standard","none","74","55","54"
"female","group C","high school","free/reduced","none","24","39","33"
"female","group C","some college","standard","none","69","87","84"
"male","group C","high school","standard","none","57","62","61"
"female","group A","associate's degree","free/reduced","none","33","45","40"
"female","group D","some high school","standard","none","49","55","57"
"female","group A","some college","standard","none","38","38","44"
"male","group E","high school","standard","none","85","76","74"
"female","group C","bachelor's degree","free/reduced","none","48","48","49"
"female","group B","some college","standard","completed","67","72","72"
"male","group D","some college","standard","none","83","82","71"
"female","group D","some college","standard","none","70","85","84"
"female","group A","some high school","standard","completed","56","69","70"
"male","group A","some college","free/reduced","none","50","52","46"
"male","group A","some college","standard","none","65","69","64"
"male","group D","associate's degree","free/reduced","completed","56","60","59"
"male","group D","bachelor's degree","standard","none","85","78","73"
"female","group B","associate's degree","free/reduced","completed","51","74","70"
"female","group B","some college","standard","none","55","69","71"
"female","group E","high school","standard","none","57","53","56"
"male","group A","some college","standard","completed","86","80","89"
"male","group C","associate's degree","standard","none","81","80","72"
"female","group D","high school","free/reduced","none","58","75","68"
"male","group C","associate's degree","free/reduced","completed","89","84","88"
"male","group D","high school","standard","none","61","60","54"
"male","group D","some high school","standard","completed","77","71","70"
"female","group D","associate's degree","standard","none","65","72","75"
"female","group C","master's degree","standard","none","75","88","88"
"male","group E","some college","standard","none","60","52","52"
"female","group C","associate's degree","free/reduced","completed","67","77","83"
"female","group B","bachelor's degree","free/reduced","none","43","69","65"
"female","group D","some college","free/reduced","none","68","75","75"
"male","group C","bachelor's degree","standard","completed","75","84","86"
"female","group B","some high school","standard","completed","87","96","95"
"male","group C","master's degree","standard","none","90","95","84"
"female","group A","some college","free/reduced","none","35","43","46"
"male","group C","associate's degree","standard","completed","90","86","88"
"male","group E","high school","free/reduced","none","76","67","59"
"female","group C","some college","standard","completed","59","69","71"
"male","group A","some college","standard","completed","76","73","74"
"male","group B","some high school","standard","none","77","72","71"
"female","group E","high school","standard","none","66","73","74"
"male","group A","associate's degree","standard","none","87","89","83"
"female","group B","associate's degree","standard","none","56","74","73"
"female","group D","some college","standard","none","58","67","67"
"male","group D","some college","free/reduced","none","71","71","75"
"male","group E","some high school","standard","completed","88","83","82"
"female","group D","associate's degree","free/reduced","completed","58","78","79"
"male","group E","high school","free/reduced","completed","78","78","74"
"male","group D","high school","standard","none","89","86","87"
"male","group E","high school","standard","none","83","75","74"
"male","group E","some college","standard","completed","100","83","88"
"male","group D","master's degree","free/reduced","none","63","63","63"
"male","group D","some high school","standard","none","74","72","70"
"male","group C","high school","standard","none","88","87","83"
"male","group C","some college","free/reduced","none","70","69","63"
"female","group C","some college","standard","completed","78","84","90"
"female","group B","some college","standard","none","64","83","76"
"female","group B","some college","free/reduced","none","55","74","70"
"female","group B","some high school","standard","none","58","64","59"
"male","group D","bachelor's degree","standard","completed","73","65","76"
"female","group D","associate's degree","standard","none","71","68","75"
"female","group D","some college","standard","completed","89","94","98"
"female","group B","some high school","standard","none","47","67","63"
"male","group D","some college","standard","none","67","70","64"
"female","group D","high school","standard","none","56","61","59"
"male","group D","master's degree","standard","completed","74","68","69"
"male","group C","associate's degree","standard","none","65","66","58"
"female","group B","some college","free/reduced","completed","59","78","84"
"female","group D","high school","standard","completed","54","73","71"
"female","group E","associate's degree","standard","none","99","100","99"
